Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2017,103601,120 South LaSalle Street Building,120 South LaSalle Street,60603,LOOP,Office,"760,892",1929,1,93,"19,479,924","16,625,185",,"11,102,028",,62,117.9,64.2,120.3,"5,069.9",6.7,41.88035359,-87.63280586,"(41.88035359, -87.63280586)"
2017,159564,65 E Scott,65 E Scott,60610,NEAR NORTH SIDE,Multifamily Housing,"218,500",1975,1,13,"8,589,488","9,365,636",,,,82.2,168.4,85.8,179.8,"2,085.6",9.5,41.90444748,-87.62618786,"(41.90444748, -87.62618786)"
2017,250083,Daniel Hudson Burnham Apartments,1930 W. Loyola Ave,60626,WEST RIDGE,Multifamily Housing,"99,530",1983,1,55,"2,413,577","8,198,082",,,,106.6,162.6,115.3,171.3,881.7,8.9,42.00058336,-87.6788202,"(42.00058336, -87.6788202)"
2017,102239,"Lake Park Crescent Associates 1, LP",1061 E 41st Place,60653,OAKLAND,Multifamily Housing,"107,040",2004,1,24,"1,934,040","8,619,681",,,,98.6,141.3,107.6,153.5,815.4,7.6,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2017,251613,SouthsideOccu-CPS,7342 S HOYNE AVE,60636,WEST ENGLEWOOD,K-12 School,"54,740",1988,1,35,"1,911,087","1,588,236",,,,63.9,140.1,67.5,143.8,437.7,8,41.75969491,-87.67627676,"(41.75969491, -87.67627676)"
2017,260054,Submit 2018* - 2600 S King Dr,2600 S. King Drive Bldg,60616,DOUGLAS,Multifamily Housing,"116,400",2005,2,100,"860,584",,,,,7.4,23.2,7.6,24,159.1,1.4,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2017,254050,1400 State Parkway Condominium Association,1400 N State Parkway,60610,Near North Side,Multifamily Housing,"95,000",1962,1,5,"2,089,563","12,238,538",,,,150.8,204.3,163.4,218.2,"1,036.4",10.9,41.9038385,-87.63668,"(41.9038385, -87.63668)"
2017,172064,Ford City Condominium Association,4300 W Ford City Dr 105,60652,WEST LAWN,Multifamily Housing,"377,271",1969,7,62,"13,607,834","6,081,862",,,,52.2,130.2,52.2,130.2,"2,839.1",7.5,41.74592047,-87.71315983,"(41.74592047, -87.71315983)"
2017,101988,205 W. Wacker,205 W Wacker Dr,60606,LOOP,Office,"309,652",1929,1,91,"9,690,097","12,826,504",,,,72.7,141.8,78.9,148.5,"2,472.9",8,41.88638306,-87.63427616,"(41.88638306, -87.63427616)"
2017,251699,Davis-CPS,3014 W 39th Place,60632,BRIGHTON PARK,K-12 School,"121,557",1905,1,51,"3,608,999","6,759,443",,,,85.3,151.6,93.5,160.2,"1,026.3",8.4,41.82219785,-87.70030591,"(41.82219785, -87.70030591)"
2017,255756,ASPIRA Business and Finance High School,2989 N. Milwaukee Ave.,60618,AVONDALE,K-12 School,"82,000",2015,1,65,"2,207,075","2,187,046",,,,53.6,112.5,56.6,115.3,524.2,6.4,41.9556251,-87.705835,"(41.9556251, -87.705835)"
2017,113414,Ridgemoor Estates V Condominium Association,6430 W Belle Plaines,60634,DUNNING,Multifamily Housing,"62,931",1990,1,100,"549,554","2,464,452",,,,47.9,68.5,51.7,72.3,232.5,3.7,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
2017,251888,Young Elemen-CPS,1434 N PARKSIDE AVE,60651,AUSTIN,K-12 School,"177,004",1926,1,23,"4,148,392","14,178,412",,,,103.5,157.7,112.3,166.9,"1,520.1",8.6,41.90595742,-87.76786207,"(41.90595742, -87.76786207)"
2017,136845,US Bank -- Englewood,815 W 63rd Street,60655,ENGLEWOOD,Bank Branch,"63,034",1920,1,50,"2,120,084","2,862,547",,,,79,153.3,84.9,159.4,544,8.6,41.77942036,-87.64553778,"(41.77942036, -87.64553778)"
2017,251764,Parkside Nine Phase II Condominium,544 W Oak,60610,NEAR NORTH SIDE,Multifamily Housing,"166,322",2011,1,83,"3,067,838","7,196,461",,,,61.7,103.3,64.4,106.2,949.5,5.7,41.90045766,-87.64172846,"(41.90045766, -87.64172846)"
2017,109278,Innisbrook V Condominium Association,8509-25 W Catherine,60656,OHARE,Multifamily Housing,"88,000",1977,1,98,"102,049","4,677,322",,,,54.3,59.1,54.3,59.1,265.4,3,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
2017,173880,6942 North Wolcott,6942 - 60 North Wolcott Avenue,60626,ROGERS PARK,Multifamily Housing,"61,000",1922,1,81,"414,425","3,797,636",,,,69.1,86.7,76.4,94.6,278.3,4.6,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,102556,Gateway Apartments (Sneider Apartments),7450 N Rogers,60626,ROGERS PARK,Multifamily Housing,"97,200",2003,1,,"3,441,877","7,117,808",,,,108.6,187,116.6,193.8,"1,005.3",10.3,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,250021,Pulaski Park,1419 West Blackhawk,60622,WEST TOWN,Other - Recreation,"60,246",1914,1,,"876,974","7,232,378",,,,134.6,171.8,144.5,182.2,546.3,9.1,41.90578254,-87.66364867,"(41.90578254, -87.66364867)"
2017,251725,Sauganash El-CPS,6040 N KILPATRICK AVE,60646,FOREST GLEN,K-12 School,"68,612",1936,1,75,"2,142,222","2,414,549",,,,66.4,135,72.6,141.5,524.3,7.6,41.99145243,-87.74621419,"(41.99145243, -87.74621419)"
2017,159111,Aurora Chicago Lakeshore Hospital,4840 N. Marine Drive,60640,UPTOWN,Other - Specialty Hospital,"51,140",1962,1,,,,,,,,,,,,,41.97030477,-87.65057835,"(41.97030477, -87.65057835)"
2017,165062,Adler Planetarium,1300 S. Lakeshore Dr.,60605,NEAR SOUTH SIDE,Museum,"137,000",1930,1,,"11,303,216","7,210,625",,,,135.1,314.3,143.2,321.6,"2,472.9",18.1,41.86637151,-87.60660909,"(41.86637151, -87.60660909)"
2017,119504,The Promenade Condominium Association,1201 W Adams,60607,NEAR WEST SIDE,Multifamily Housing,"84,000",2001,1,16,"4,275,451","4,050,648",,,,99.1,210.5,103.2,215.2,"1,005.7",12,41.87879651,-87.6574532,"(41.87879651, -87.6574532)"
2017,251258,Reside 707,707 West Sheridan Road,60613,LAKE VIEW,Multifamily Housing,"101,428",1974,1,70,"2,126,212","6,335,900",,,,83.4,131.4,88.1,136.3,729.7,7.2,41.95246586,-87.64839822,"(41.95246586, -87.64839822)"
2017,251212,The Knight Building,549 West Randolph Street,60610,NEAR WEST SIDE,Office,"128,486",1909,1,84,"4,404,476","4,456,163",,,,69,144.1,74.2,148.8,"1,051.1",8.2,41.88417414,-87.64167983,"(41.88417414, -87.64167983)"
2017,251771,1333 North Kingsbury,1333 North Kingsbury,60642,NEAR NORTH SIDE,Office,"104,711",1961,1,51,"5,780,952","7,332,428",,,,125.2,246.9,125.6,248.2,"1,458.3",13.9,41.9060185,-87.64946369,"(41.9060185, -87.64946369)"
2017,157159,The Maxwell,1100 S Canal Street,60607,NEAR WEST SIDE,Strip Mall,"240,159",2014,1,,"16,468,567","4,524,455",,,,87.4,235.1,90.2,240.6,"3,285.3",13.7,41.86969988,-87.6396519,"(41.86969988, -87.6396519)"
2017,251244,3520 Lake Shore Drive CA,3520 N. Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,"267,464",1925,1,76,"3,041,546","16,800,196",,,,74.2,101.7,80,107.7,"1,454.7",5.4,41.947425,-87.642682,"(41.947425, -87.642682)"
2017,254359,"Jarla, LLC",1825 W. Webster Ave.,60614,Logan Square,Other - Recreation,"50,297",2014,1,,"2,347,674","2,656,109",,,,99.5,202,103.2,205.9,575.2,11.4,41.92705943,-87.64632891,"(41.92705943, -87.64632891)"
2017,158095,O'Hare Plaza II,8755 W. Higgins Road,60631,OHARE,Office,"256,010",1969,1,81,"13,628,265",,,"17,791,010",,122.7,236.6,124.9,243.6,"3,457.4",13.5,41.98655423,-87.84550445,"(41.98655423, -87.84550445)"
2017,175959,5100 Hyde Park Association,5100 Hyde Park Boulevard,60615,HYDE PARK,Multifamily Housing,"111,592",1910,1,71,"709,969","6,322,234",,,,63,77.3,68.8,83.4,453.9,4.1,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,250067,Goldblatts Building,1609 W. Chicago,60622,WEST TOWN,Office,"160,280",1940,1,79,"7,528,602","3,915,110",,,,71.4,173.1,73.8,175,"1,599.9",10,41.89604369,-87.6677898,"(41.89604369, -87.6677898)"
2017,160451,50 East Chestnut Condominiums,50 East Chestnut,60611,NEAR NORTH SIDE,Multifamily Housing,"138,485",2007,1,,"4,976,784","7,626,669",,,,91,170.7,97.9,179.2,"1,325.3",9.6,41.89859885,-87.62618028,"(41.89859885, -87.62618028)"
2017,251629,Bass Element-CPS,6554 S May St,60621,ENGLEWOOD,K-12 School,"85,881",1895,1,24,"2,497,584","5,100,468",,,,88.5,153.7,101.4,170,732.7,8.5,41.774895,-87.6532,"(41.774895, -87.6532)"
2017,254568,Madison Aberdeen,3 N Aberdeen St,60607,NEAR WEST SIDE,Multifamily Housing,"84,051",2013,3,48,"2,596,297","2,736,818",,,,63.5,131.2,65.8,133.7,625.4,7.4,41.87987598,-87.65468643,"(41.87987598, -87.65468643)"
2017,145926,"MAM 7301 Sheridan, LLC",7301 N. Sheridan Rd.,60626,ROGERS PARK,Multifamily Housing,"74,884",1922,1,63,"1,716,540","5,277,539",,,,93.4,146,101.3,154.3,597.7,8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,242655,(IL346) - Ten East Delaware,10 E Delaware,60610,NEAR NORTH SIDE,Multifamily Housing,"370,542",2009,1,34,"12,419,206","13,184,818",,,,69.1,142.6,74,151.7,"2,996.6",8.1,41.89939252,-87.62790258,"(41.89939252, -87.62790258)"
2017,175692,"Hunter Properties, Inc. (1055 W. Catalpa Ave.)",1055 W. Catalpa Ave.,60640,EDGEWATER,Multifamily Housing,"67,650",1969,1,82,"947,874","4,560,467",,,,81.4,114.8,86.7,120.2,417.5,6.2,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2017,175595,"714 -726 W. Waveland, LLC",714 N. Waveland Ave.,60613,LAKE VIEW,Multifamily Housing,"52,000",1915,1,71,"403,210","3,028,650",,,,66,85.5,72,91.8,235.4,4.5,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2017,251595,Nixon-CPS,2121 N Keeler Ave,60639,HERMOSA,K-12 School,"130,113",1902,1,59,"3,248,465","7,087,017",,,,79.4,135.6,88.2,144.5,977,7.5,41.91952065,-87.73118053,"(41.91952065, -87.73118053)"
2017,173655,ACME Hotel Company,15 E Ohio St,60611,NEAR NORTH SIDE,Hotel,"80,000",1927,1,69,"3,781,196","2,135,998",,,,74,176.4,75.6,180.3,812.6,10.2,41.89224796,-87.62750277,"(41.89224796, -87.62750277)"
2017,116552,4001 S Ellis Ave,4001 S Ellis Ave,60653,OAKLAND,Multifamily Housing,"61,610",1921,1,84,"178,267","4,690,462",,,,79,89,86.7,97.5,282.1,4.6,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2017,158472,Metropolis,8 West Monroe Street,60603,LOOP,Multifamily Housing,"218,624",2006,1,29,"8,823,326","8,298,777",,,,78.3,166.6,81.9,170.3,"2,072.2",9.5,41.88095952,-87.6277973,"(41.88095952, -87.6277973)"
2017,167562,Lincoln Park-CPS,2016 N Orchard,60614,LINCOLN PARK,K-12 School,"341,821",1901,1,86,"6,322,173","16,479,029",,,,66.7,108.7,76.3,119.5,"2,044.2",6,41.91836118,-87.64617038,"(41.91836118, -87.64617038)"
2017,146965,1610 West Fullerton Condominium Assocation,1610-1620 W. Fullerton Ave.,60614,LINCOLN PARK,Multifamily Housing,"52,683",2006,1,10,"2,130,023","1,765,028",,,,73.9,162.1,76,164.3,487.6,9.3,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,251794,Saint Francis of Assisi/OLA School-Galapagos Charter,3814 Iowa Street,60651,HUMBOLDT PARK,K-12 School,"55,455",1960,1,95,"284,968","2,718,600",,,,54.2,67.6,60.1,73.8,197.1,3.6,41.89754415,-87.7221429,"(41.89754415, -87.7221429)"
2017,254166,Crown Center-ID#254166,1001-25 W Loyola Ave,60626,Rogers Park,College/University,"81,740",1984,1,,"3,549,633","4,372,162",,,,96.9,192.5,101.4,195.8,888.5,10.9,42.0015891,-87.65674,"(42.0015891, -87.65674)"
2017,251793,Saint Thomas The Apostle Parish,5472 South Kimbark Avenue,60615,HYDE PARK,K-12 School,"97,758",1924,3,95,"763,769","4,895,422",,,,57.9,77.1,65,84.6,401.2,4.1,41.79589984,-87.59556574,"(41.79589984, -87.59556574)"
2017,251295,Presence Resurrection Life Center,7370 West Talcott Avenue,60631,NORWOOD PARK,Senior Care Community,"89,268",1998,1,30,"4,796,890","5,164,581",,,,111.6,229.5,117,233.4,"1,161.2",13,41.98896409,-87.81119146,"(41.98896409, -87.81119146)"
2017,250051,Simeon Caree-CPS,8235 S VINCENNES AVE,60620,CHATHAM,K-12 School,"284,691",2003,1,33,"12,580,218","16,097,200",,,,100.7,198.1,106,203.8,"3,181",11.2,41.744236,-87.635863,"(41.744236, -87.635863)"
2017,175885,Submit 2018* - 3158 W Roosevelt,3158 W. Roosevelt,60612,NORTH LAWNDALE,Multifamily Housing,"87,052",1980,1,100,"937,796",,,,,10.8,33.8,10.8,33.8,173.4,2,41.88112401,-87.68648584,"(41.88112401, -87.68648584)"
2017,119215,919 S California Ave.,919 S California Avenue,60612,EAST GARFIELD PARK,Other,"85,000",2002,1,,"6,063,107","2,151,598",,,,96.6,250.6,101,255.6,"1,235.3",14.5,41.869931,-87.695949,"(41.869931, -87.695949)"
2017,251289,1164 West Madison,1164 W. Madison St.,60607,NEAR WEST SIDE,Multifamily Housing,"253,422",2014,1,69,"7,007,989","7,321,825",,,,56.5,117.2,58.9,119.9,"1,684.6",6.6,41.88194574,-87.65691125,"(41.88194574, -87.65691125)"
2017,250151,NMH Worcester House,244 East Pearson,60611,NEAR NORTH SIDE,Multifamily Housing,"139,382",1904,1,89,"5,879,623","2,567,610",,,,60.6,151.8,64,160,"1,223.5",8.8,41.89796335,-87.61992116,"(41.89796335, -87.61992116)"
2017,260127,The Gage Commericial Condominium Building,18-28 S. Michigan Avenue,60603,LOOP,College/University,"209,399",1899,1,,"9,614,122","8,979,700",,,,88.8,189.2,90.5,190.2,"2,254.6",10.8,41.88150489,-87.6245097,"(41.88150489, -87.6245097)"
2017,250079,Ada S. Dennison-McKinley Apartments,661 E. 69TH STREET,60637,WOODLAWN,Multifamily Housing,"83,063",1968,1,59,"1,874,440","5,627,013",,,,90.3,142,96.5,148.5,645.5,7.8,41.769414,-87.608999,"(41.769414, -87.608999)"
2017,251300,2020 Lincoln Park West Condominium Association,2020 N. Lincoln Park West,60614,LINCOLN PARK,Multifamily Housing,"434,293",1972,1,53,"7,809,082","31,965,997",,,,91.6,133.7,99.2,142.6,"3,141.7",7.2,41.91872919,-87.63690141,"(41.91872919, -87.63690141)"
2017,238554,336 Wellington Association,336 W Wellington,60657,LAKE VIEW,Multifamily Housing,"135,081",1967,1,72,"2,286,525","12,279,771",,,,107.8,148.6,116.9,158.1,"1,075",8,41.93693671,-87.63850573,"(41.93693671, -87.63850573)"
2017,103692,333 South Wabash,333 S. Wabash,60604,LOOP,Office,"1,274,198",1974,1,55,"89,770,061","59,170,698",,,,116.9,270,122.1,275.5,"19,740.8",15.5,41.87740181,-87.62564302,"(41.87740181, -87.62564302)"
2017,251298,Galter Life Center,5157 N Francisco Ave,60625,LINCOLN SQUARE,Outpatient Rehabilitation/Physical Therapy,"71,918",1991,1,,"8,125,156","8,949,800",,,,237.4,485.4,245.5,493.4,"1,977.7",27.5,41.97548201,-87.70063068,"(41.97548201, -87.70063068)"
2017,101537,4532 - 42 S. Drexel,4532 - 42 S. Drexel Blvd.,60653,KENWOOD,Multifamily Housing,"62,469",1960,1,12,"2,492,159","1,587,017",,,,65.3,151.9,69.9,165,545.1,8.7,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2017,254169,DiNobili Hall-ID#254169,6350 N Kenmore Ave,60626,Edgewater,Residence Hall/Dormitory,"73,000",2013,1,25,"3,462,433","6,966,097",,,,142.9,249.1,152.9,259.7,"1,010.2",13.8,41.99790804,-87.65720115,"(41.99790804, -87.65720115)"
2017,136487,Friend Center,800 E. 55th St.,60637,HYDE PARK,Medical Office,"73,327",1963,1,20,"3,677,931","8,737,591",,,,169.3,282.6,168.4,279.8,"1,144.1",15.6,41.79554344,-87.60569126,"(41.79554344, -87.60569126)"
2017,238480,Edgewater Plaza Condominium,5455 N Sheridan Rd,60640,EDGEWATER,Multifamily Housing,"534,230",1967,1,33,"11,107,432","39,228,585",,,,94.2,142.4,101,149.5,"4,137.3",7.7,41.98162554,-87.65450215,"(41.98162554, -87.65450215)"
2017,101788,333 West Wacker,333 West Wacker Drive,60606,LOOP,Office,"1,012,961",1982,1,78,"62,059,026",,,,"103,500",61.4,192.5,61.4,192.5,"11,482.1",11.3,41.88609655,-87.63591682,"(41.88609655, -87.63591682)"
2017,102532,Advocate Trinity Hospital,2320 E. 93rd. Street,60617,CALUMET HEIGHTS,Hospital (General Medical & Surgical),"367,669",1960,1,61,"30,910,656","53,616,733",,,,229.9,417.1,239.8,424.8,"8,563.1",23.3,41.72673518,-87.56695195,"(41.72673518, -87.56695195)"
2017,251772,03224-Irving Park Road & Narraganset,6430 W. Irving Park Rd,60634,DUNNING,Supermarket/Grocery Store,"57,498",1989,1,61,"9,334,174","4,210,600",,,,235.6,586.6,241.8,589.6,"1,949.5",33.9,41.952928,-87.787364,"(41.952928, -87.787364)"
2017,175542,3260 North Lake Shore,3260 North Lake Shore Drive,60657,LAKE VIEW,Multifamily Housing,"277,485",1928,1,79,"2,970,313","16,780,025",,,,71.2,97.1,78.2,104.4,"1,440.5",5.2,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,129398,Webster Place Shopping Center,1435-71 Webster Place,60614,LINCOLN PARK,Retail Store,"137,000",1988,1,,"3,531,881","7,493,300",,,,80.5,138.4,85.3,143.5,"1,051",7.7,41.92103402,-87.66480651,"(41.92103402, -87.66480651)"
2017,236382,Randolph Place Residences Condominium Association,165 N Canal Street,60606,NEAR WEST SIDE,Multifamily Housing,"749,100",1922,1,89,"13,407,028","26,433,545",,,,53.2,93.2,57.8,98,"3,882.9",5.2,41.88509416,-87.63939751,"(41.88509416, -87.63939751)"
2017,112607,6118 Sheridan Road Condominium Homeowners Association,6118 N Sheridan Rd,60660,EDGEWATER,Multifamily Housing,"102,000",1960,1,4,"2,305,702","12,422,100",,,,144.4,198.9,158,213,"1,086.1",10.6,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2017,251457,Fernwood Ele-CPS,10041 S Union Ave,60628,WASHINGTON HEIGHTS,K-12 School,"67,170",1901,1,78,"1,130,186","2,264,578",,,,50.5,88.2,55.8,93.8,329.2,4.9,41.71106181,-87.64020407,"(41.71106181, -87.64020407)"
2017,102766,Brandon Shores Condo Association,6150 N Kenmore,60660,EDGEWATER,Multifamily Housing,"54,000",1962,1,,"874,198",,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2017,251789,Saint Hedwig Parish,2226 North Hoyne Avenue,60647,LOGAN SQUARE,K-12 School,"137,844",1907,6,75,"1,147,824","8,416,294",,,,69.4,90.3,78,99.3,659.3,4.8,41.92225236,-87.68068171,"(41.92225236, -87.68068171)"
2017,251331,Munroe Hall,2312 N. Clifton,60614,LINCOLN PARK,College/University,"81,951",1970,1,,"4,645,459","5,938,652",,,,129.2,254.1,135.9,259.7,"1,174.4",14.3,41.92394692,-87.65759559,"(41.92394692, -87.65759559)"
2017,100211,73 East Lake,73 E Lake St,60601,LOOP,Multifamily Housing,"298,552",2014,1,4,"12,024,454","30,103,073",,,,141.1,232.3,154.2,246.1,"3,822.2",12.8,41.885241,-87.62546943,"(41.885241, -87.62546943)"
2017,103682,Submit 2018* - 4624 S Ellis,4624 S. Ellis,60653,KENWOOD,Multifamily Housing,"100,332",1955,1,100,"1,058,832",,,,,10.6,33.1,10.6,33.1,195.8,2,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2017,126258,Belmont and Central,5630 W. Belmont,60634,PORTAGE PARK,Supermarket/Grocery Store,"93,857",1949,6,,"6,897,798","4,793,278",,,,124.6,284.4,128.1,287,"1,530",16.3,41.93891623,-87.7680804,"(41.93891623, -87.7680804)"
2017,157346,East Park Tower,5242 S Hyde Park,60615,HYDE PARK,Multifamily Housing,"137,394",1928,1,85,"929,838","9,369,600",,,,75,92.9,81.7,99.9,669.6,4.9,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,251508,Polaris Charter Academy,620 N. Sawyer,60624,HUMBOLDT PARK,K-12 School,"80,000",1900,1,,,,,,,,,,,,,41.89229745,-87.70807059,"(41.89229745, -87.70807059)"
2017,254151,Astor Villa Condominium Association,1430 N Astor,60610,Near North Side,Multifamily Housing,"111,150",1976,1,53,"4,286,823","1,489,342",,,,52,135.2,56.1,147.5,871.7,7.8,41.9086825,-87.62773,"(41.9086825, -87.62773)"
2017,251483,Hamilton Ele-CPS,1650 W Cornelia Ave,60657,LAKE VIEW,K-12 School,"74,643",1893,1,90,"961,934","3,225,802",,,,56.1,85.8,64.4,94.5,349.2,4.7,41.9454957,-87.67065657,"(41.9454957, -87.67065657)"
2017,251237,1242 Lake Shore Drive,1242 N. Lake Shore Drive,60610,NEAR NORTH SIDE,Multifamily Housing,"136,591",1929,1,37,"1,887,037","12,630,163",,,,106.3,140.5,115.8,151.3,"1,019.8",7.5,41.90531026,-87.62553343,"(41.90531026, -87.62553343)"
2017,182200,Del Prado,5301-5317 S. Hyde Park Boulevard,60615,HYDE PARK,Multifamily Housing,"238,232",1918,1,,"7,380,866","3,251,246",,,,44.6,111.6,48,121.7,"1,537.4",6.5,41.79901055,-87.5834949,"(41.79901055, -87.5834949)"
2017,101935,500 N Michigan,500 N Michigan,60611,NEAR NORTH SIDE,Office,"390,965",1968,1,70,"24,464,033",,,,,62.6,196.5,68.1,213.8,"4,523.3",11.6,41.89117131,-87.62469712,"(41.89117131, -87.62469712)"
2017,120083,CHICAGO MCKINLEY PARK (2078),1940 W 33RD ST,60608,MCKINLEY PARK,Retail Store,"139,085",2006,1,90,"6,516,978","1,953,100",,,,60.9,161.9,62.5,164.2,"1,308.7",9.4,41.83444209,-87.67471572,"(41.83444209, -87.67471572)"
2017,250104,Mary Hartwell Catherwood Apartments,3920-40 N CLARK ST,60613,LAKE VIEW,Multifamily Housing,"240,781",1970,3,54,"5,100,681","18,429,249",,,,97.7,146.9,103.1,152.5,"1,922",8,41.95313687,-87.66201582,"(41.95313687, -87.66201582)"
2017,134982,616 Fulton Lofts Condominium Association,616 W. Fulton St.,60661,NEAR WEST SIDE,Multifamily Housing,"204,687",1997,1,100,"2,869,178","5,136,669",,,,39.1,70.4,42.2,74.9,803.3,3.9,41.88321395,-87.64336601,"(41.88321395, -87.64336601)"
2017,100470,Lawson Partners,30 W Chicago,60610,NEAR NORTH SIDE,Multifamily Housing,"242,000",1930,1,47,"7,841,462","23,178,804",,,,128.2,202.3,138.1,212.8,"2,681",11.1,41.896703,-87.629373,"(41.896703, -87.629373)"
2017,250109,Vivian Gordon Harsh Apartments,4227 S. OAKENWALD AVE,60653,OAKLAND,Multifamily Housing,"102,424",1963,1,11,"2,253,561","11,165,365",,,,131,183.5,131,183.5,"1,009.7",9.9,41.81752205,-87.59734637,"(41.81752205, -87.59734637)"
2017,251395,Mcclellan El-CPS,3527 S Wallace St,60609,BRIDGEPORT,K-12 School,"58,108",1883,1,58,"1,238,804","3,312,842",,,,78.3,126.8,87.2,136.1,405,7,41.83035712,-87.64086107,"(41.83035712, -87.64086107)"
2017,102309,Schurz High-CPS,3601 N MILWAUKEE AVE,60641,IRVING PARK,K-12 School,"455,800",1910,1,76,"13,009,349","29,323,982",,,,92.9,157.2,103.7,168.6,"3,962.9",8.7,41.94750755,-87.735506,"(41.94750755, -87.735506)"
2017,240019,(IL298) - 1555 Astor Condo,1555 N. Astor Street,60610,NEAR NORTH SIDE,Multifamily Housing,"315,677",1974,1,6,"18,671,703","11,105,629",,,,94.3,222.7,102.3,243.4,"4,042.2",12.8,41.91063947,-87.62728476,"(41.91063947, -87.62728476)"
2017,254534,1727 S Indiana,1727 S Indiana Avenue,60616,NEAR SOUTH SIDE,Multifamily Housing,"175,000",1908,1,69,"3,738,491","6,514,485",,,,58.6,106.2,62.2,110.1,"1,037.2",5.9,41.88425252,-87.63244776,"(41.88425252, -87.63244776)"
2017,250125,Comer Children's Hospital,5721 S. Maryland Ave.,60637,HYDE PARK,Hospital (General Medical & Surgical),"394,171",2006,1,34,"32,729,791",,"61,120,860",,,238.1,447.3,238.1,447.3,"10,109.9",25.6,41.79022382,-87.60461196,"(41.79022382, -87.60461196)"
2017,250149,216 West Jackson,216 W Jackson,60624,LOOP,Office,"172,121",1920,1,14,"27,199,311",,,,,158,496.2,160.7,504.7,"5,029",29.2,41.87843368,-87.63449855,"(41.87843368, -87.63449855)"
2017,172106,55 W. Chestnut Apartments,55 W. Chestnut St.,60642,NEAR NORTH SIDE,Multifamily Housing,"205,000",1957,1,50,"4,385,031","11,281,075",,,,76.4,124.9,81.6,130.4,"1,410",6.9,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,101776,Hyatt Regency Chicago,151 East Wacker Drive,60601,LOOP,Hotel,"1,885,658",1974,1,64,"77,928,511","110,463,497",,,,99.9,191.3,104,195,"20,275.8",10.8,41.88770297,-87.62267404,"(41.88770297, -87.62267404)"
2017,118776,Gleacher Center,450 North Cityfront Plaza,60611,NEAR NORTH SIDE,College/University,"214,684",1993,1,,"14,318,980","1,626,000",,,,74.3,217.4,75.2,220.4,"2,733.9",12.7,41.88968811,-87.62196737,"(41.88968811, -87.62196737)"
2017,101765,77 West Wacker Drive,77 W. Wacker Drive,60601,LOOP,Office,"1,139,848",1992,1,84,"61,818,889",,,,,54.2,170.3,56.2,176.4,"11,430",10,41.88651883,-87.630542,"(41.88651883, -87.630542)"
2017,159807,Sheridan Tower,5650 N. Sheridan Rd.,60680,EDGEWATER,Multifamily Housing,"129,764",1968,1,16,"2,817,068","14,664,081",,,,134.7,186.8,145.8,198.3,"1,299.7",10,41.98449002,-87.65573421,"(41.98449002, -87.65573421)"
2017,157964,HAROLD WASHINGTON LIBRARY,400 S. State St.,60605,LOOP,Library,"756,640",1991,1,,"63,897,002",,,,,84.4,265.2,84.4,265.2,"11,814.2",15.6,41.8763213,-87.62821533,"(41.8763213, -87.62821533)"
2017,251532,ChappellEliz-CPS,5145 N Leavitt St,60625,LINCOLN SQUARE,K-12 School,"87,149",1930,1,52,"2,766,543","5,792,270",,,,98.2,169.5,107.8,179.4,819.2,9.4,41.975088,-87.684224,"(41.975088, -87.684224)"
2017,251525,Tilton-CPS,223 N KEELER AVE,60624,WEST GARFIELD PARK,K-12 School,"104,888",1967,1,75,,"9,659,068",,,,92.1,96.7,104.2,109.4,513,4.9,41.88386042,-87.73025708,"(41.88386042, -87.73025708)"
2017,173597,Adlake Limited Partnership,320 W. Ohio,60654,NEAR NORTH SIDE,Office,"81,000",1940,1,97,"737,192","4,367,976",,,,63,85.2,70.8,93.6,368.3,4.5,41.89239794,-87.63645342,"(41.89239794, -87.63645342)"
