pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
DC17240806,1724_0806,N/A,,,,12/31/2015,Exempt from this year's disclosure,4000 VAN NESS ST NW,POTOMAC ELECTRIC POWER COMPANY,,,Washington,DC,,1964,,Not Provided,,,,,,,,,,,,,,,,,38.9431445,-77.078211
DC18211657,1821_1657,N/A,,,,12/31/2015,No report received,0036 38TH ST NW,THE VILLAGE AT MCLEAN GARDENS,3,,Washington,DC,,1985,,Not Provided,240120,,,,,,,,,,,,,,,,38.943227,-77.074606
PM03994435,2051_0006,3994435,4201 Connecticut Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4201 CONNECTICUT AVE NW,BRICKMAN 4201 CONNECTICUT AVENUE LLC,3,4201 Connecticut Ave NW,Washington,DC,20008,1966,Office,Office,109032,68640,59,64.6,64.6,202.8,202.8,593.3,8.6,634.2,1298976,,,,Whole Building,Whole Building,38.94347706,-77.06263696
PM01448823,1786_0821,1448823,4200 Wisconsin Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4200 WISCONSIN AVE NW,AMERICAN UNIVERSITY,3,4200 Wisconsin Ave NW,Washington,DC,20016,1975,Office,Mixed Use Property,216397,144030,73,107.3,107.6,320.6,320.9,1978.1,13.7,5387,4199063,11329.99932,,,Whole Building,Whole Building,38.94357199,-77.07780599
DC18310037,1831_0037,N/A,,,,12/31/2015,Exempt from this year's disclosure,4201 WISCONSIN AVE NW,TAIPEI ECONOMIC CULTURAL REP OFFICE,,,Washington,DC,,1986,,Not Provided,,,,,,,,,,,,,,,,,38.943589,-77.076744
PM03333326,2049_0806,3333326,3003 Van Ness,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3003 VAN NESS ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,3003 Van Ness St. NW,Washington,DC,20008,1970,Multifamily Housing,Multifamily Housing,902615,912615,88,45.7,,84,,3487.2,3.8,26482.3,4599899,259046.2538,138000,,Whole Building,Whole Building,38.94373174,-77.06125007
DC38940826,3894_0826,N/A,,,,12/31/2015,No report received,1150 VARNUM ST NE,PROVIDENCE HOSPITAL,5,,Washington,DC,,2002,,Not Provided,627221,,,,,,,,,,,,,,,,38.9437638,-76.9915731
PM03989963,2051_0808,3989963,Jemal's Van Ness LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4215 CONNECTICUT AV NW,JEMALS VAN NESS LLC,3,4215 Connecticut Ave NW DC,Washington DC,DC,20008,1927,Retail Store,Other,57740,50700,,3.8,3.8,11.8,11.8,25.5,0.5,447.3,55933,,,,Whole Building,Whole Building,38.94381485,-77.06284385
PM04005943,1786_0008,4005943,PSYCHIATRIC INSTITUTE OF WASHINGTON,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4228 WISCONSIN AVE NW,TAMOL LP,3,4228 WISCONSIN AVENUE,WASHINGTON,DC,20016,1974,Hospital (General Medical & Surgical),Hospital,101684,72087,100,45.6,47.1,55.5,57.1,195.9,2.7,7517.1,77897.2,30188.19127,,,Whole Building,Whole Building,38.94391042,-77.07796474
PM04008036,3321_0065,4008036,Webster Gardens,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0130 WEBSTER ST NW,WEBSTER GARDENS LP,4,130 Webster St NW,Washington DC,DC,20011,1921,Multifamily Housing,Multifamily Housing,63189,63189,77,31.6,32.4,95.9,98.2,259.1,4.1,626.9,555181,1040.300037,,,Whole Building,Whole Building,38.9440846,-77.0135896
DC38940824,3894_0824,N/A,,,,12/31/2015,No report received,1160 VARNUM ST NE,LHPT DC THE L.P.,5,,Washington,DC,,1975,,Not Provided,90888,,,,,,,,,,,,,,,,38.944346,-76.9916106
PM03508102,2049_1080,3508102,Van Ness East Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2939 VAN NESS ST NW,VAN NESS EAST CONDOMINIUM,3,2939 Van Ness Street NW,Washington,DC,20008,1965,Multifamily Housing,Multifamily Housing,324999,260732,75,66.9,65.5,146.8,142.5,1698.2,6.5,15949.2,2800039,78930.0033,,,Whole Building,,38.9443888,-77.0601806
PM04553075,1786_0009,4553075,CO/GLC 12201/4268 WISCONSIN AVE NW/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4268 WISCONSIN AVE NW,BELL ATLANTIC REGIONAL BILL PAYMENT CENTER,3,4268 WISCONSIN AVE NW,WASHINGTON,DC,20016,1926,Office,Office,54414,54819,1,209.2,206.6,656.8,648.9,1534.9,28,86,3360444,,,,Whole Building,Whole Building,38.94445498,-77.07834427
DC20490807,2049_0807,N/A,,,,12/31/2015,Exempt from this year's disclosure,4200 LINNEAN AV NW,GOVERNMENT OF THE KINGDOM OF THE NETHERLANDS,,,Washington,DC,,1962,,Not Provided,,,,,,,,,,,,,,,,,38.944541,-77.056275
PM03895978,3667_0056,3895978,Clermont,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4401 CLERMONT DR NE,CHARNA J SWEDARSKY,5,99 Webster St. NE,Washington DC,DC,20011-4959,1965,Multifamily Housing,Multifamily Housing,55000,55000,56,91.9,92.8,144.9,143.4,371.2,6.7,3233.9,373407.2,37776.98957,,,Whole Building,Whole Building,38.944754,-77.007022
PM02776163,2049_0804,2776163,V.N.N.C.Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3101 VEAZEY TR NW,V N N C INC,3,3001 Veazey Terrace NW,Washington,DC,20008,1966,Multifamily Housing,Multifamily Housing,698441,496441,72,68.8,70.7,129.4,129.6,2931.2,5.9,13126,3986134,196053.414,932742.2,,Whole Building,Whole Building,38.94489773,-77.06183406
PM01429585,2049_0805,1429585,Van Ness Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4301 CONNECTICUT AV NW,VAN NESS CENTER ASSOCITES LLC,3,4301 Connecticut Avenue,Washington,DC,20008,1965,Office,Other,239464,196599,,91,90.6,222.6,219.6,1915.1,9.7,6585.6,3500692,59520.99694,,,Whole Building,,38.94493214,-77.06311116
PM02996442,1499_0806,2996442,Washington College of Law,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4801 MASSACHUSETTS AV NW,AMERICAN UNIVERSITY,3,4801 Massachusetts Ave. NW,Washington,DC,20016,1984,College/University,College/University,319892,195000,,72,71.1,221.5,218.9,1878.3,9.6,3548.1,4112320,,,,Whole Building,Whole Building,38.94505064,-77.09495166
DC20470001,2047_0001,N/A,,,,12/31/2015,Exempt from this year's disclosure,4250 CONNECTICUT AV NW,FEDERAL NATIONAL MORTGAGE ASSOCIATION & WMATA,3,,Washington,DC,20008,1982,,Not Provided,383495,,,,,,,,,,,,,,,,38.9451033,-77.0645097
DC17280001,1728_0001,N/A,,,,12/31/2015,Exempt from this year's disclosure,4340 NEBRASKA AV NW,AMERICAN UNIVERSITY,,,Washington,DC,,1956,,Not Provided,,,,,,,,,,,,,,,,,38.945535,-77.080916
PM04563778,3138_0067,4563778,E.L. Haynes Public Charter School - Kansas Avenue Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4501 KANSAS AV,E.L. HAYNES PUBLIC CHARTER SCHOOL,4,4501 Kansas Ave NW,Washington,DC,20011,2010,K-12 School,K-12 School,52231,70437,15,112.9,113.7,261.3,259.9,810.8,11.5,1154.7,1409216,31465.47544,,,Whole Building,Whole Building,38.945657,-77.022371
PM03497653,2046_0001,3497653,4401 Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4401 CONNECTICUT AVE NW,AMERICAN UNIVERSITY AT CONNECTICUT AVENUE LLC,3,4401 Connecticut Ave NW,Washington,DC,20008,2012,Mixed Use Property,Mixed Use Property,133044,98147,,120.4,121.1,295.9,294,1270.4,12.9,445.8,2332584,38591.60194,,,Whole Building,Whole Building,38.94576616,-77.06396233
PM03981395,1467_0882,3981395,4910 Mass. Ave. NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4910 MASSACHUSETTS AVE NW,WC AND AN MILLER DEVELOPMENT COMPANY,3,4910 Massachusetts Ave. NW,Washington,DC,20016,1986,Office,Office,84263,84264,56,75.3,74.5,206.9,203.2,753.2,8.9,2525.1,1510300,11937.61554,,,Whole Building,Whole Building,38.94608065,-77.09779633
PM03992094,3977_0133,3992094,Benedictine Foundation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4501 SOUTH DAKOTA AV NE,BENEDICTINE FOUNDATION,5,4501 South Dakota Ave NE,Washington,DC,20017,1942,K-12 School,K-12 School,70768,142305,,66.3,67.5,128,128.5,822.3,5.8,1529.2,1166579,54492.94527,,,Whole Building,Whole Building,38.946186,-76.9855497
PM03500930,2046_0002,3500930,Park Connecticut,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4411 CONNECTICUT AVE NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,4411 Connecticut Ave. NW,Washington,DC,20008,2000,Multifamily Housing,Multifamily Housing,179395,179395,41,60.9,,133,,1058.8,5.9,4953.3,1735539,50106.83611,,,Whole Building,Whole Building,38.94623072,-77.0641059
DC38940021,3894_0021,N/A,,,,12/31/2015,No report received,725 BUCHANAN ST NE,PROVIDENCE HOSPITAL & DEPAUL FOUNDATION INC,5,,Washington,DC,,1954,,Not Provided,169500,,,,,,,,,,,,,,,,38.9462592,-76.9961289
PM04557621,2652_0805,4557621,Nineteenth Street Baptist Church,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4606 16TH ST NW,NINETEENTH STREET BAPTIST CHURCH,4,4606 16th Street NW,Washington,DC,20011,1950,Worship Facility,Worship Facility,80976,80976,,39.6,40.4,69.1,68,256.4,3.2,593.1,313170,21351.19816,,,Whole Building,Whole Building,38.94687263,-77.03684386
DC17290007,1729_0007,N/A,,,,12/31/2015,Exempt from this year's disclosure,4400 WISCONSIN AV NW,SAINT ANNS CHURCH & SCHOOL,,,Washington,DC,,1970,,Not Provided,,,,,,,,,,,,,,,,,38.946917,-77.079832
PM03991631,1971_0836,3991631,Days Inn,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4400 CONNECTICUT AV NW,THOMAS MOTT TRUSTEES,3,4400 Connecticut Ave NW,Washington,DC,20008,1964,Hotel,Hotel,76016,76016,72,55.1,54.2,173.1,170.3,561.1,7.4,6209.3,1228447,,,,Whole Building,Whole Building,38.94695704,-77.06560886
PM03512611,2811_0802,3512611,T06 - Northern Bus Division,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4701 14TH ST NW,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),4,4701 14th Street NW,Washington,DC,20011,1906,Other,Other,171011,176100,,130.2,130.9,314.2,312.7,2425.7,13.8,2392.3,4385100,79605.07823,,,Whole Building,Whole Building,38.947148,-77.031768
PM03672127,1730_3074,3672127,Cityline at Tenley,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4101 ALBEMARLE ST NW,CITYLINE AT TENLEY RES CONDO,3,4101 Albermarle ST NW,Washington,DC,20016,2003,Multifamily Housing,Multifamily Housing,172569,323671,87,27,27.1,82.6,82.7,1143.3,3.5,61.8,2461925,3533.494431,,,Whole Building,Whole Building,38.9480669,-77.0809567
PM03372033,1972_0001,3372033,The Connecticut House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4500 CONNECTICUT AVE NW,CONNECTICUT HOUSE ASSOCIATES,3,4500 Connecticut Ave NW,Washington,DC,20008,1968,Multifamily Housing,Multifamily Housing,192638,192638,76,61.6,62.9,98,98.1,877.9,4.6,6007.3,898999.2,87975.85902,,,Whole Building,,38.94810614,-77.06639494
PM04484898,3788_0813,4484898,Capital area food bank,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4900 PUERTO RICO AVE NE,CAPITAL AREA FOOD BANK INC,5,4900 puerto Rico Ave Northeast,Northeast,DC,20017,2012,Food Service,Other,110851,140000,,56.2,56.6,151.6,152,918.6,6.6,415.2,1816460,16745.99724,,,Whole Building,Whole Building,38.94832768,-76.99945918
PM04156464,2039_0804,4156464,DC504_Avalon The Albemarle,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4501 CONNECTICUT AVE NW,SMITH PROPERTY HOLDINGS FIVE LP,3,4501 Connecticut Avenue Northwest,Washington,DC,20008,1966,Multifamily Housing,Multifamily Housing,365981,347393,88,49.4,49.4,86.6,84.9,1402.1,4,11430.4,1698385,102507.1205,1103999.9,,Whole Building,Whole Building,38.94849183,-77.06520408
PM03511715,1972_0024,3511715,PONCE DE LEON COOPERATIVE INC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4514 CONNECTICUT AVE NW,PONCE DE LEON COOPERATIVE INC,3,4514 CONNECTICUT AVE,WASHINGTON,DC,20008,1927,Multifamily Housing,Multifamily Housing,101479,78518,92,57.6,59.1,90.5,91.3,331.2,4.2,1689,329839.1,33993.64795,,,Whole Building,Whole Building,38.948525,-77.0665625
DC17700804,1770_0804,N/A,,,,12/31/2015,Exempt from this year's disclosure,4530 40TH ST NW,PEDAS TENLEY LLC,,,Washington,DC,,1995,,Not Provided,,,,,,,,,,,,,,,,,38.9488514,-77.0793237
PM04376808,1973_0804,4376808,THE CLARENCE HOUSE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4530 CONNECTICUT AV NW,NATIONAL SAVINGS & TRUST COMPANY TRUSTEES,3,4530 Connecticut Avenue N.W.,Washington,DC,20008,1930,Multifamily Housing,Multifamily Housing,168367,168367,83,51,52.7,86,87.7,667.2,4,2605.5,765505.7,59787.06394,,,Whole Building,Whole Building,38.94899473,-77.0670126
PM03644264,1676_0015,3644264,Episcopal Church Home Friendship INC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4201 BUTTERWORTH PL NW,EPISCOPAL CHURCH HOME FRIENDSHIP INC,3,4201 Butterworth PL NW,washington,DC,20016,1969,Multifamily Housing,Multifamily Housing,113755,113755,33,83.8,84.7,171.8,171,874.8,7.7,6182220,1338450,49607.15246,,,Whole Building,Whole Building,38.94908067,-77.08237087
DC17300016,1730_0016,N/A,,,,12/31/2015,Exempt from this year's disclosure,4545 42ND ST NW,THE AMERICAN UNIVERSITY,,,Washington,DC,,1976,,Not Provided,,,,,,,,,,,,,,,,,38.9492251,-77.0816888
PM03523177,2039_0001,3523177,The Brandywine Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4545 CONNECTICUT AVE NW,BRANDYWINE APARTMENTS OF MARYLAND LLC,3,4545 Connecticut Ave NW,Washington,DC,20008,1954,Multifamily Housing,Multifamily Housing,347040,347040,53,73.1,73.6,138.2,136.7,2171.8,6.3,13426.9,2990241,151746.3913,,,Whole Building,Whole Building,38.94923706,-77.06589129
PM03495768,1973_0022,3495768,THE FRONTENAC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4550 CONNECTICUT AVE NW,ALONZO O BLISS PROPERTIES,3,4550 Conn. Avenue N.W.,Washington,DC,20008,1931,Multifamily Housing,Multifamily Housing,113164,113164,55,76.2,79.4,129.6,132.9,675,6,3115.1,786429.6,59446.61742,,,Whole Building,Whole Building,38.94944358,-77.06690551
DC20384003,2038_4003,N/A,,,,12/31/2015,No report received,4601 CONNECTICUT AVENUE NW,CondoMain 4003,3,,Washington,DC,,1989,,Not Provided,534424,,,,,,,,,,,,,,,,38.9499622,-77.0662452
PM03504833,1769_0031,3504833,Jemal's Tower LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4001 BRANDYWINE ST NW,JEMALS TOWER LLC,3,4001 Brandywine Street NW,Washington,DC,20016,1953,Office,Office,157856,110485,100,13.8,13.8,43.5,43.5,204.8,1.9,1384,448404.8,,,,Whole Building,,38.95000411,-77.07938138
PM03259832,1977_3012,3259832,4600 Connecticut Avenue Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4600 CONNECTICUT AVE NW,4600 CONNECTICUT AVE CONDO,3,4600 Connecticut Avenue NW,Washington,DC,20008,1957,Multifamily Housing,Multifamily Housing,229657,299840,87,57.5,56.9,103,101.1,1409.1,4.7,8440.3,1790100,111348.373,,,Whole Building,Whole Building,38.9502054,-77.0675305
DC17320045,1732_0045,N/A,,,,12/31/2015,Exempt from this year's disclosure,4620 WISCONSIN AVE NW,THE AMERICAN UNIVERSITY,,,Washington,DC,,1988,,Not Provided,,,,,,,,,,,,,,,,,38.9503443,-77.0809314
PM03916703,2038_0010,3916703,Chesapeake,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4607 CONNECTICUT AVE NW,J F HORNING,3,4607 Connecticut Avenue N.W.,Washington,DC,20008,1941,Multifamily Housing,Multifamily Housing,187490,264562,72,51.2,50.9,107.7,105.5,1271.1,4.8,7622.2,2003716,67004.80309,,,Whole Building,Whole Building,38.95041902,-77.06654488
PM04534459,2711_0802,4534459,The Kingsbury Day School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5000 14TH ST NW,THE KINGSBURY CENTER INC,4,5000 14th Street NW,WASHINGTON,DC,20011,1907,K-12 School,K-12 School,59771,59711,,86.9,86.7,209.5,206.2,548.3,9.2,344.4,990080,18098.24793,,,Whole Building,Whole Building,38.95098178,-77.03406582
PM04014131,2037_1078,4014131,4701 Connecticut Avenue Condominiums - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4701 CONNECTICUT AVE NW,4701 CONNECTICUT AVE CONDO,3,4701 Connecticut Avenue NW,Washington,DC,20008,1927,Multifamily Housing,Multifamily Housing,67836,67836,23,92.1,94.9,143.6,146.6,454.7,6.7,2372.5,446262,47232.00683,,,Whole Building,Whole Building,38.9511056,-77.0671707
PM04382000,1978_3014,4382000,Parker House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4700 CONNECTICUT AVE NW,PARKER HOUSE CONDO,3,4700 Connecticut Ave NW,Washington,DC,20008,1928,Multifamily Housing,Multifamily Housing,73555,73555,90,72.7,68.9,101.1,95.5,354.5,4.8,2347.4,255427,44775.39879,,,Whole Building,Whole Building,38.9511155,-77.0679595
PM04553077,3007_0054,4553077,CO/GLC 12230/926 GALLATIN ST NW/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,926 GALLATIN ST NW,C&P TELEPHONE COMPANY INC,4,926 GALLATIN ST NW,WASHINGTON,DC,20011,1927,Office,Office,63630,65411,1,144.3,,446.4,,1251.1,19.1,223,2706375,,202032,,Whole Building,Whole Building,38.95163092,-77.02677837
PM03757568,1978_3013,3757568,The Essex Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4740 CONNECTICUT AVE NW,THE ESSEX CONDO,3,4740 Connecticut Ave NW,Washington,DC,20008,1956,Multifamily Housing,Multifamily Housing,170143,170143,38,81.8,83.9,143,143.2,1114.4,6.5,7186,1361519,92733.06711,,,Whole Building,Whole Building,38.9517541,-77.0684506
PM04000369,1734_3045,4000369,Tenley Hill Condominiums - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4750 41ST ST NW,TENLEY HILL CONDOMINIUM,3,4750 41st Street NW,Washington,DC,20016,2002,Multifamily Housing,Multifamily Housing,71372,71372,29,43.3,43.3,133.7,133.8,407.6,5.7,2457.5,883468,768.0000179,,,Whole Building,Whole Building,38.951827,-77.080593
PM03998712,2037_1079,3998712,4707 Connecticut Avenue Condominiums-Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4707 CONNECTICUT AVE NW,4707 CONNECTICUT AVE CONDO,3,4707 Connecticut Avenue NW,Washington,DC,20008,1930,Multifamily Housing,Multifamily Housing,91232,91232,93,40.1,40.4,96.2,96.5,385.1,4.2,2810.3,692190,12977.23228,,,Whole Building,Whole Building,38.951833,-77.067933
PM04349272,2035_0803,4349272,4801 Connecticut Ave Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4801 CONNECTICUT AVE NW,THOMAS SOMERVILLE IV,3,4801 Connecticut Ave NW,NW Washington,DC,20008,1946,Multifamily Housing,Multifamily Housing,281555,200000,89,52.3,53.1,94.1,94.9,934,4.7,7766.7,1117380,33087.68584,3340289.8,,Whole Building,Whole Building,38.9524182,-77.06768979
PM04378445,3768_0003,4378445,Aventine Fort Totten Building 3,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,350 GALLOWAY ST NE,W M A T A,5,350 Galloway Street NE,Washington,DC,20011,2008,Multifamily Housing,Multifamily Housing,50877,54533,93,32.4,32.4,101.6,101.6,202.4,3.7,2472.7,517209.8,,,,Whole Building,Whole Building,38.9528165,-77.0002783
PM04354671,3766_0803,4354671,Aventine Fort Totten Building 1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5210 3RD ST NE,W M A T A,5,5210 Third Street NE,Washington,DC,20011,2008,Multifamily Housing,Multifamily Housing,127400,100266,60,38.5,38.5,120.9,120.9,442.8,4.4,4360.7,1131699,,,,Whole Building,Whole Building,38.9528394,-77.0019962
PM03533286,2035_0004,3533286,Ellicott House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4849 CONNECTICUT AVE NW,ELLICOTT OWNER LLC,3,4849 Connecticut Ave NW,Washington,DC,20008,1972,Multifamily Housing,Multifamily Housing,319415,206304,8,91.1,92.3,168.2,166.9,1576.7,7.6,12782.9,2098025,116433.0975,,,Whole Building,,38.95290607,-77.06819533
PM03500928,1981_0012,3500928,Connecticut Heights,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4817 - 4831 36TH ST NW,DAVENPORT HOUSE ASSOCIATES LTP,3,4850 Connecticut Ave. NW,Washington,DC,20008,1974,Multifamily Housing,Multifamily Housing,58009,315088,25,110.2,,196,,2869.1,9.1,16941.2,3559194,205177.4902,2070248.4,,Whole Building,Whole Building,38.95303539,-77.06876372
PM04378432,3767_0006,4378432,Aventine Fort Totten Building 2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,300 HAMILTON ST NE,W M A T A,5,300 Hamilton Street NE,Washington,DC,20011,2008,Multifamily Housing,Multifamily Housing,127400,100916,71,35.2,35.2,110.6,110.6,407.6,4,4346.9,1041613,,,,Whole Building,Whole Building,38.9533121,-77.0011169
PM03997895,3903_0809,3997895,Parkview,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5120 SARGENT RD NE,G THOMAS BORGER TRUSTEES,5,5120 Sargent Road NE,Washington,DC,20017,1966,Multifamily Housing,Multifamily Housing,60872,60872,31,73.8,74.8,128.1,127.2,357.6,5.9,2442,431569.8,30207.54931,,,Whole Building,Whole Building,38.9537675,-76.98866475
PM04007417,2033_0016,4007417,The Methodist Home of DC and Forest Side Assisted Living,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4901 CONNECTICUT AVE NW,METHODIST HOME OF D C INC,3,4901 Connecticut Ave.,Washington,DC,20008,1926,Senior Care Community,Senior Care Community,82300,82300,5,176.1,177.5,339.2,334.5,1260.6,15.3,7599.7,1780627,84214.18173,,,Whole Building,Whole Building,38.9539796,-77.06847095
PM04018350,3698_0016,4018350,North capitol at plymouth,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5233 NORTH CAPITOL ST NE,NORTH CAPITOL AT PLYMOUTH INC,5,5233 N Capitol str NE,Washington,DC,20011,2005,Multifamily Housing,Multifamily Housing,60487,57000,34,48.5,49,128.5,129,317.6,5.6,2076.6,619707,6513.610062,,,Whole Building,Whole Building,38.95407554,-77.00866745
DC36980011,3698_0011,N/A,,,,12/31/2015,No report received,0011 - 0015 RIGGS RD NE,CHILLUM MANOR LLC,5,,Washington,DC,,1942,,Not Provided,51376,,,,,,,,,,,,,,,,38.954502,-77.008149
PM04007106,3698_0012,4007106,Chillum Manor - 2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0017 - 0023 RIGGS RD NE,CHILLUM MANOR LLC,5,17-23 Riggs Road NE,Washington,DC,20011,1951,Multifamily Housing,Multifamily Housing,60776,60776,93,54.9,57.2,76.9,78.8,222.5,3.7,2982.2,164416.8,27756.8004,,,Whole Building,Whole Building,38.95484798,-77.0075955
DC16550807,1655_0807,N/A,,,,12/31/2015,Exempt from this year's disclosure,5010 WISCONSIN AVE NW,CCNAA,,,Washington,DC,,1962,,Not Provided,,,,,,,,,,,,,,,,,38.955006,-77.083445
PM03990264,1669_0805,3990264,Amalgamated Transit Union Intl,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5025 WISCONSIN AV NW,AMALGAMATED TRANSIT UNION,3,5025 Wisconsin Ave NW,Washington,DC,20016,1985,Office,Office,61217,74350,89,37.6,37.4,101,99.6,325.1,4.4,1181.5,641272.9,6063.520086,,,Whole Building,Whole Building,38.95577157,-77.08275067
PM02256994,1666_0804,2256994,5101 Wisconsin,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5101 WISCONSIN AV NW,GARRISON ASSOCIATES LLC,3,5101 Wisconsin Avenue NW,Washington,DC,20016,1968,Office,Office,102638,61855,74,55.6,55.3,174.7,173.7,460.6,7.4,206.8,1008528,,,,Whole Building,,38.95627793,-77.08299919
PM04018294,1656_0009,4018294,5100 Wisconsin Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,5100 WISCONSIN AVE NW,OURISMAN FLORENZ R,3,5100 Wisconsin Avenue NW,Washington,DC,20016,1965,Office,Office,99790,88651,,62.1,62.2,151.5,149.6,588.2,6.6,2561.3,1073353,18432.16749,,,Whole Building,Combination of common and tenant areas,38.95637334,-77.08386437
PM04000672,2801_0803,4000672,1365 Kennedy St NW (Madison Terrace),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1365 KENNEDY ST NW,MADISON TRUSTEE COOPERATIVE INC,4,1365 KENNEDY St NORTHWEST,Washington,DC,20011,1981,Multifamily Housing,Multifamily Housing,50739,50739,66,66.9,69.8,103.4,106.4,245.2,4.8,1332.8,235458,25924.4215,,,Whole Building,Whole Building,38.95654686,-77.03258597
