pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,Ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,water_score_mf_properties,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM03365908,2822_0800,3365908,Powell Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1350 UPSHUR STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,1350 UPSHUR STREET NW,Washington,DC,20011,2016,K-12 School,K-12 School,,76848,15,73.6,75.6,198.9,201.1,559,7.3,,,1311132,11805.1397,,,Whole Building,,38.94162369,-77.03139783
PM04004685,2834_0863,4004685,Holmead Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3435 HOLMEAD PL NW,UIP-NYCB FIVE LP,1,3435 Holmead Pl NW,Washington,DC,20010,1950,Multifamily Housing,Multifamily Housing,82702,82702,35,95.1,102.7,155.6,163.6,545.3,6.6,5060.3,35,647069.4,56548.4181,,,Whole Building,Whole Building,38.93306947,-77.03065786
PM03979732,2843_0078,3979732,Triangle Development Associates LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1375 KENYON ST NW,TRIANGLE DEVELOPMENT ASSOCIATES LLC,1,1375 Kenyon St NW,Washington,DC,20010,2004,Multifamily Housing,Multifamily Housing,147960,142012,,68.1,68.6,205.7,206.2,1040.6,7.3,5187.5,,2672324,5489.216182,,,Whole Building,Whole Building,38.9299262,-77.0317907
PM03365960,2847_0866,3365960,Tubman Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3101 13TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,3101 13TH STREET NW,Washington,DC,20010,1970,K-12 School,K-12 School,,66600,60,69.8,74.3,152.9,156.3,393.4,5.9,,,743591,21085.83016,,,Whole Building,,38.92919857,-77.0294433
PM03984070,2848_0077,3984070,Victory Heights Inc,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1369 IRVING ST NW,VICTORY HEIGHTS INC,1,1369 Irving St NW,Washington,DC,20010,2007,Multifamily Housing,Multifamily Housing,66290,66640,73,34.7,34.9,105.7,105.9,250.4,3.8,2352.4,51,647021,1041.537579,,,Whole Building,Whole Building,38.92884889,-77.03202753
PM03298250,2848_1848,3298250,Kenyon Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,1390 KENYON ST NW,KENYON SQUARE CONDO,1,1390 Kenyon St NW,Washington,DC,20010,2007,Multifamily Housing,Multifamily Housing,150123,204796,2,84.5,85.8,190.6,192,1496.1,7.3,14204.3,3,2925923,73165.3595,,,Whole Building,Whole Building,38.9297375,-77.032194
DC28490839,2849_0839,N/A,,,,12/31/2017,No Report Received,3017 14TH ST NW,TRINITY TOWERS APARTMENTS LP,1,3017 14TH ST NW,Washington,DC,20009,1929,Other,Other - Undetermined Property Type,101814,,,,,,,,,,,,,,,,,38.92817583,-77.03221407
PM06278959,2849_0839,6278959,Trinity Towers Apartments LP,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,3017 14TH ST NW,TRINITY TOWERS APARTMENTS LP,1,3023 14th St NW,Washington,DC,20009,1928,Multifamily Housing,Multifamily Housing,101814,101814,,11.3,11.3,35.4,35.4,127.5,1.3,6738,,336774.7,,,,Whole Building,Whole Building,38.92817583,-77.03221407
PM04178759,2852_0035,4178759,2905 11th St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2905 131th Street NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,2905 131th Street NW,Washington,DC,20001,2013,Multifamily Housing,Multifamily Housing,,15909,,73.6,73.6,195.3,195.3,114.1,7.2,169.8,,263180,2733.999895,,,Whole Building,Whole Building,38.927061,-77.026846
PM03986468,2855_0078,3986468,Samuel J. Simmons NCBA Estates,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2801 14TH ST NW,SAMUEL J SIMMONS NCBA ESTATES #1,1,2801 14th Street NW,Washington,DC,20009,1983,Multifamily Housing,Multifamily Housing,173751,173751,58,53.8,57.9,112.1,116.4,764.2,4.4,6668.5,31,1354819,47338.3349,,,Whole Building,Whole Building,38.92625324,-77.03200515
PM04900810,2860_0081,4900810,Columbia Uptown,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,1375 FAIRMONT ST NW,VAN METRE COLUMBIA UPTOWN APARTMENTS LLC,1,1375 Fairmont St NW,Washington,DC,20009,1951,Multifamily Housing,Multifamily Housing,88913,88913,92,29.6,29.6,93,93,292.2,3.3,2231,90,771979.1,,,,Whole Building,Whole Building,38.925051,-77.0317867
PM04005326,2861_0078,4005326,Faircliff Plaza East,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1350 - 1358 FAIRMONT ST NW,FPE LP,1,1350 Fairmont Street,Washington,DC,20009,1981,Multifamily Housing,Multifamily Housing,67799,58856,78,36.3,36.3,113.8,113.8,236.7,4,6688.3,9,625348,,,,Whole Building,Whole Building,38.92453267,-77.03148743
PM04097111,2864_0332;2864_0333;2864_0334,4097111,Garfield Terrace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2301 11Th. St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,2301 11Th. St. NW,Washington,DC,20001,1965,Multifamily Housing,Multifamily Housing,,230989,34,73.6,77.3,148,151.8,1354.9,5.9,16858.8,,2288288,92032.00194,,,Whole Building,Whole Building,38.9207741,-77.0270173
PM03993109,2865_0167,3993109,Highview,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2505 13TH ST NW,COLUMBIA REALTY VENTURE LLC,1,2505 13th St NW,Washington,DC,20009,1926,Multifamily Housing,Multifamily Housing,63431,62455,76,72.4,80.3,110.6,117.5,300,4.8,2336.7,64,303086.9,34883.60352,,,Whole Building,Whole Building,38.92269334,-77.02923972
PM03993135,2865_0168,3993135,Castle Manor,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2515 13TH ST NW,COLUMBIA REALTY VENTURE LLC,1,2515 13th St NW,Washington,DC,20009,1926,Multifamily Housing,Multifamily Housing,64319,63000,83,64.4,71,102.3,107.8,276,4.4,499.7,100,306462.6,30124.00727,,,Whole Building,Whole Building,38.92296088,-77.02923937
PM04537517,2866_0836,4537517,The Olympia,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,1368 EUCLID ST NW,1368 EUCLID STREET LP,1,1368 Euclid Street NW,Washington,DC,20009,1898,Multifamily Housing,Multifamily Housing,64819,64819,,,,,,,,,,,,,,Whole Building,Whole Building,38.92357839,-77.03170711
PM03515264,2868_0155,3515264,View 14,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2305 14TH ST NW,VIEW 14 INVESTMENTS LLC,1,2303 14th Street NW,Washington,DC,20009,2000,Multifamily Housing,Multifamily Housing,276542,276542,19,52.5,52.8,132.8,131.3,1365.1,4.9,6899,,3013314,42284.33772,,,Whole Building,Whole Building,38.92076394,-77.03157535
PM04371703,2868_0820,4371703,Clifton Terrace L P,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,1312 - 1350 CLIFTON ST NW,CLIFTON TERRACE L P,1,1312 Clifton ST,Washington,DC,20009,1918,Multifamily Housing,Multifamily Housing,111224,111224,,17.3,18.4,54.2,57.6,213.1,1.9,9260.5,,563123,,,,Whole Building,Whole Building,38.9221163,-77.0313037
PM03984056,2868_1520,3984056,Wardman Court Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1308 CLIFTON ST NW,WARDMAN COURT CONDOMINIUM,1,1308 Clifton St NW,Washington,DC,20009,2003,Multifamily Housing,Multifamily Housing,60766,60766,85,33.1,33.1,104,104,223.3,3.7,2535.4,58,589897,,,,Whole Building,Whole Building,38.9220978,-77.0302179
PM03365778,2870_0804,3365778,Cardozo Education Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1200 Clifton St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1200 Clifton St NW,Washington,DC,20009,2013,K-12 School,K-12 School,,394000,81,48.8,50.5,129.7,131.5,1875.7,4.8,,,4335165,44221.80167,,,Whole Building,,38.92217286,-77.02847069
PM03512980,2873_1101,3512980,Howard Tower Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2251 SHERMAN AVE NW,HOWARD UNIVERSITY,1,2251 Sherman Ave. NW,Washington,DC,20059,1989,Residence Hall/Dormitory,Residence Hall/Dormitory,520000,573687,62,67.8,71.8,150.7,155.4,3328.5,5.8,23430.2,,6392819,171115.6155,,,Whole Building,Whole Building,38.92041853,-77.02379153
PM05807330,2873_1927,5807330,The Floridian,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0919 FLORIDA AVE NW,THE FLORIDIAN CONDO,1,919-929 Florida Ave NW,Washington,DC,20001,2007,Multifamily Housing,Multifamily Housing,100401,100401,28,62.9,64.1,158.4,159.7,592,5.9,5242.3,42,1299970,18815.79375,,,Whole Building,Whole Building,38.91856211,-77.0244881
PM04820588,2875_1109,4820588,Atlantic Plumbing A,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,0805  V ST NW,ATLANTIC RESIDENTIAL A LLC,1,2112 8th St. NW,Washington,DC,20011,2015,Multifamily Housing,Multifamily Housing,298452,221780,83,58.5,60,165.6,167.3,1328.3,6,5868.2,100,3242928,18988.3424,,,Whole Building,Whole Building,38.91891183,-77.02364458
PM04696201,2877_0930,4696201,,,,12/31/2017,Exempt from this year's disclosure,2114 GEORGIA AV NW,THE HOWARD UNIVERSITY,1,2114 GEORGIA AV NW,Washington,DC,20059,1897,Other,Other - Undetermined Property Type,104703,,,,,,,,,,,,,,,,,38.9187579,-77.022437
PM04697447,2877_0933,4697447,,,,12/31/2017,Exempt from this year's disclosure,2112 GEORGIA AV NW,HOWARD UNIVERSITY  (LAND ONLY),1,2112 GEORGIA AV NW,Washington,DC,20059,1900,Other,Other - Undetermined Property Type,74808,,,,,,,,,,,,,,,,,38.918203,-77.022437
PM03412624,2882_0936,3412624,Benjamin Banneker High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,800 EUCLID STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,800 EUCLID STREET NW,Washington,DC,20001,1939,K-12 School,K-12 School,,180000,81,52,58.7,94.6,100.9,696.2,3.9,,,1009368,59153.63069,,,Whole Building,,38.92383276,-77.02397697
PM03412118,2882_1036,3412118,Engine Company #4,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2531 SHERMAN AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,2531 SHERMAN AVENUE NW,Washington,DC,20001,1000,Other - Public Services,Fire Station,,19315,,99.4,106.4,210.2,213.6,158.5,8.2,,,286678,9414.240215,,,Whole Building,,38.92339689,-77.02502519
PM05806974,2892_0916,5806974,32 Thirty-Two Apartments: 3232 Georgia Avenue Northwest,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3232 GEORGIA AVE NW,3232 GEORGIA RETAIL LLC,1,3232 Georgia Avenue Northwest,Washington,DC,20010,2013,Multifamily Housing,Multifamily Housing,115146,101117,82,37.6,37.6,92.8,92.8,351.1,3.5,419.2,100,756179,12210.47436,,,Whole Building,Whole Building,38.9308877,-77.0237711
PM03412372,2894_0896,3412372,Fifth District Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,750 PARK ROAD NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,750 PARK ROAD NW,Washington,DC,20010,1000,Other - Public Services,Police Station,,14125,,115.1,127.5,212.9,223.2,122.3,8.7,,,182161,10048.01867,,,Whole Building,,38.93267163,-77.02563419
PM03993124,2895_0155,3993124,The Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3506 GEORGIA AVE NW,PMDP GA LLC,1,3506 Georgia Ave NW,Washington,DC,20010,2012,Multifamily Housing,Multifamily Housing,83783,98174,83,40.7,42.3,90,91,340.5,3.5,2809.3,54,650245,17767.58352,,,Whole Building,Whole Building,38.93351637,-77.02414295
PM04563776,2897_0150,4563776,E.L. Haynes Public Charter School - Georgia Avenue Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3600 GEORGIA AVE NW,EUPHEMIA L HAYNES PUBLIC CHARTER SCHOOL INC,1,3600 Georgia Ave NW,Washington,DC,20010,2008,K-12 School,K-12 School,52100,45484,33,82.8,85.5,220.2,221,367.7,8.1,358,,850100.6,8641.192091,,,Whole Building,Whole Building,38.93453597,-77.02424564
DC29000824,2900_0824,N/A,,,,12/31/2017,No Report Received,850 QUINCY ST NW,THE REALTY ASSOCIATES FUND X LP,4,850 QUINCY ST NW,Washington,DC,20010,2009,Other,Other - Undetermined Property Type,353580,,,,,,,,,,,,,,,,,38.93630697,-77.02497365
PM03993177,2905_0030,3993177,Paramount,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,829 QUINCY ST NW,COLUMBIA REALTY VENTURE LLC,4,829 Quincy St  NW,Washington,DC,20011,1929,Multifamily Housing,Multifamily Housing,67110,67104,71,59.5,64.1,112.1,116.9,304.1,4.5,2901.4,45,467545.9,23943.00485,,,Whole Building,Whole Building,38.93791919,-77.02491505
PM04798771,2905_0814,4798771,Safeway 2808 - Georgia Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3830 GEORGIA AVE NW,NAI SATURN EASTERN LLC,4,3830 Georgia Ave  NW,Washington,DC,20011,2014,Supermarket/Grocery Store,Mixed Use Property,60622,64033,82,212.3,214.3,552.8,551.9,1306.3,20.4,4264,,2962659,34828.39858,,,Whole Building,Whole Building,38.93845637,-77.02485883
PM04317010,2905_0814; 2905_7000; 2905_7004; 2905_7013,4317010,127810 - The Swift at Petworth Metro,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3830 GEORGIA AVE NW; 3830 GEORGIA AVE NW; 3828 GEORGIA AVE NW; 3828 GEORGIA AVE NW,NAI SATURN EASTERN LLC,4,3828 Georgia Ave NW,Washington,DC,20011,2014,Multifamily Housing,Multifamily Housing,236903,209572,57,43,43.5,119.5,119.7,909.7,4.3,1661.6,100,2186355,15476.09629,,,Whole Building,Whole Building,38.938119,-77.024869
PM05806866,2906_0854; 2906_7000,5806866,3 Tree Flats: 3910 Georgia Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3912 GEORGIA AVE NW; 3910 - 3912 GEORGIA AVE NW,MC 2 COMMUNITY DEVELOPMENT CORPORATION; 3910 GEORGIA AVE ASSOCIATES LP 1-A,4,3910 Georgia Avenue,Washington,DC,20012,2010,Multifamily Housing,Multifamily Housing,241854,145890,85,40.5,40.4,107,106.1,574.1,3.9,7044.3,20,1320764,13965.30844,,,Whole Building,Whole Building,38.9392572441811; ,-77.0250629033239; 
PM05921077,2910_7002,5921077,4100 Georgia Avenue: 4100 Georgia Avenue Northwest,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4100 GEORGIA AVE NW,4100 GEORGIA AVE LIMITED PARTNERSHIP,4,4100 Georgia Avenue Northwest,Washington,DC,20011,2009,Multifamily Housing,Multifamily Housing,75240,93200,29,43.1,43.1,135.5,135.5,446.1,4.8,3515.1,40,1178489,,,,Whole Building,Whole Building,38.9409974,-77.0259367
PM04036707,2911_0004,4036707,Library of Congress,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,1291 TAYLOR ST NW,PENN B RECREATION,4,1291 Taylor Street  NW,Washington,DC,20011,1960,Office,Office,88808,93166,99,26.8,26.8,83.9,83.9,276.3,3,310.4,,727664.5,159.3891065,,,Whole Building,Whole Building,38.941335,-77.028468
PM03412384,2911_0807,3412384,Department of Human Services ESA Taylor Street Service Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1207 TAYLOR STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,1207 TAYLOR STREET NW,Washington,DC,20011,1000,Office,Other - Undetermined Property Type,,27600,,63.9,63.1,198.8,195.8,194.2,7,,,509437,262.4300165,,,Whole Building,,38.94110672,-77.02724783
PM03412871,2915_0802,3412871,Roosevelt STAY High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,4301 13TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,4301 13TH STREET NW,Washington,DC,20011,1950,K-12 School,K-12 School,,331900,,58.7,60.6,154.5,152.2,1887.7,5.7,,,4325368.5,47178.45808,,,Whole Building,,38.94302943,-77.02919685
PM04053839,2934_0802,4053839,The Verona,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,5601 13TH ST NW,5601 13TH STREET NW LLC,4,5601 13th Street  N.W.,Washington,DC,20011,1955,Multifamily Housing,Multifamily Housing,70212,52680,,31.1,32.3,41.9,43.2,100.6,1.9,6659.9,,67925.2,14091.33159,,,Whole Building,Whole Building,38.95758108,-77.0289762
PM03412555,2956_0042,3412555,Shepherd Park (Juanita E. Thornton) Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,7420 GEORGIA AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,7420 GEORGIA AVENUE NW,Washington,DC,20012,1000,Library,Library,,19000,,64.4,68.1,168.1,173,117.8,6.2,,,267669,3104.220297,,,Whole Building,,38.98028088,-77.02703545
PM03989917,2960_0017,3989917,Jemal's Gateway DC LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,7820 GEORGIA AV NW,JEMAL'S GATEWAY DC LLC,4,7820 Georgia Ave,Washington,DC,20012,1995,Mixed Use Property,Other - Undetermined Property Type,52077,52077,,6,6,19,18.9,34.9,0.7,647.8,,92314.2,,,,Whole Building,Whole Building,38.9845543,-77.027291
PM04582540,2961_0830,4582540,Takoma Flats,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,7700 - 7730 EASTERN AVE NW,JUNIPER GARDENS LLC,4,7730 Eastern Avenue NW  #T2,Washington,DC,20012,1936,Multifamily Housing,Multifamily Housing,98121,98122,92,30.5,30.9,75.2,75.7,276.3,2.8,6315.2,,594335.6,9659.571822,,,Whole Building,Whole Building,38.98357252,-77.02481709
PM04364548,2967_0051,4364548,Dahlia Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,7019 GEORGIA AVE NW,7019 GEORGIA AVENUE LLC,4,7019 Georgia Ave NW,Washington,DC,20012,1928,Multifamily Housing,Multifamily Housing,72204,72204,87,64.8,70.4,94.6,99.5,301.6,4.2,4107.7,20,269594,37565.80744,,,Whole Building,Whole Building,38.97551819,-77.02642534
PM03990212,2967_0077,3990212,Walter Reed Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,6939 GEORGIA AVE NW,WALTER REED APART LTD,4,6939 Georgia Avenue  NW,Washington,DC,20012,1965,Multifamily Housing,Multifamily Housing,59616,59616,17,107.5,113,189,193,465.9,7.8,5233.7,13,636031.8,42387.18463,,,Whole Building,Whole Building,38.97494417,-77.02648732
PM03997889,2968_0801,3997889,Normandie,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,6817 GEORGIA AV NW,NORMANDIE LLC,4,6817 Georgia Avenue  NW,Washington,DC,20012,1936,Multifamily Housing,Multifamily Housing,91752,91752,50,78.1,82.7,128.5,131.6,498.8,5.4,4571.4,,598775.5,51233.11845,,,Whole Building,Whole Building,38.97297766,-77.02652421
PM04798782,2974_0020,4798782,Safeway 1276 - Piney Branch Rd,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,6500 PINEY BRANCH RD NW,NAI SATURN EASTERN LLC,4,6500 Piney Branch Rd  NW,Washington,DC,20012,1992,Supermarket/Grocery Store,Supermarket/Grocery Store,51654,51827,66,221,224.7,592.4,593.9,1124.9,21.7,1828.2,,2619000,25154.79828,,,Whole Building,Whole Building,38.9695284,-77.02655062
PM04985998,2986_0039,4985998,Walmart Supercenter #01-5968,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,5929  GEORGIA AV NW,SCG 5929 GEORGIA AVENUE LLC,4,5929 Georgia Ave NW,Washington,DC,20011,2013,Wholesale Club/Supercenter,Wholesale Club/Supercenter,106243,105455,66,124.8,128.3,334.2,335.2,1291.7,12.2,1366.8,,3004945,29063.24373,,,Whole Building,Whole Building,38.9619482,-77.0272307
PM03365958,3000_0817,3365958,Truesdell Education Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,800 INGRAHAM STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,800 INGRAHAM STREET NW,Washington,DC,20011,1908,K-12 School,K-12 School,,69600,32,77.1,81.4,169.1,173.7,454.7,6.5,,,860785,24275.88165,,,Whole Building,,38.95396869,-77.02507158
PM03412511,3002_0064,3412511,Ready Reserve,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,915 GALLATIN STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,915 GALLATIN STREET NW,Washington,DC,20011,2005,Other - Public Services,Fire Station,,16442,,44.9,51.6,73.1,80.9,51,3.1,,,59738,5347.160351,,,Whole Building,,38.95213606,-77.0262584
PM04553077,3007_0054,4553077,CO/GLC 12230/926 GALLATIN ST NW/WASHINGTON/DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,926 GALLATIN ST NW,C&P TELEPHONE COMPANY INC,4,926 GALLATIN ST NW,Washington,DC,20011,1927,Office,Office,63630,65411,1,139.7,139.2,438.5,437.1,1013.3,15.5,729,,2677217,,,,Whole Building,Whole Building,38.95163092,-77.02677837
PM04862045,3028_0056,4862045,The Griffin,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3801 GEORGIA AVE NW,3801 GEORGIA AVE LLC,4,3801 Georgia Ave NW,Washington,DC,20011,2012,Multifamily Housing,Multifamily Housing,58520,56680,75,31.5,31.5,98.8,98.8,197.8,3.5,1267.6,77,522512.1,,,,Whole Building,Whole Building,38.93802617,-77.02427838
PM03365902,3033_0830,3365902,Bruce-Monroe Elementary School @ Park View,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3560 WARDER STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,3560 WARDER STREET NW,Washington,DC,20010,1916,K-12 School,K-12 School,,82200,94,38.3,38.9,74.6,76.6,245.4,3,,,397421,17886.11001,,,Whole Building,,38.9344141,-77.02118567
PM04178751,3040_0124;3040_0125;3040_0126,4178751,Park Morton,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,617 Morton Street NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,617 Morton Street NW,Washington,DC,20010,1960,Multifamily Housing,Multifamily Housing,,134100,29,100.7,109.4,158.8,167.1,914.3,6.8,10483.9,,996990,101083.0005,,,Whole Building,Whole Building,38.932395,-77.02208
PM04060682,3057_0092,4060682,Blackburn Center (2A),4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2397 6th Street,Washington,DC,20059,1979,College/University,Other - Undetermined Property Type,1095275,145000,,11,11,11.6,11.6,84.8,0.6,13994.9,,,15963.8005,,,Whole Building,Whole Building,38.924094,-77.019154
PM04060683,3057_0092,4060683,Burr Gym (1A),4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,6th & Girard Street NW,Washington,DC,20059,1964,College/University,Fitness Center/Health Club/Gym,1095275,134356,,,,,,0,0,8301.2,,,,,,Whole Building,Whole Building,38.925896,-77.021523
PM04060690,3057_0092,4060690,Chemistry Building (2C),4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,525 College Street  NW,Washington,DC,20059,1936,College/University,College/University,1095275,67524,,6.5,7.8,6.8,8.2,23.3,0.3,3346.3,,,4379.195492,,,Whole Building,Whole Building,38.924094,-77.019154
PM04060695,3057_0092,4060695,Douglas Hall (1B),4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2419 6th Street NW,Washington,DC,20059,1936,College/University,College/University,1095275,67142,,,,,,0,0,112.4,,,,,,Whole Building,Whole Building,38.923672,-77.020856
PM04060697,3057_0092,4060697,E E Just Hall,4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,415 College Street  NW,Washington,DC,20059,1954,College/University,College/University,1095275,84777,,,,,,0,0,2045.5,,,,,,,Whole Building,38.921541,-77.019265
PM04060698,3057_0092,4060698,Fine Arts,4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2455 6th Street NW,Washington,DC,20059,1960,College/University,College/University,1095275,101950,,0,0,0,0,0.1,0,,,,14.22580591,,,Whole Building,Whole Building,38.924529,-77.020981
PM04060699,3057_0092,4060699,Founders Library (2C ),4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,500 Howard Place  NW,Washington,DC,20744,1937,Library,Library,1095275,121395,,,,,,0,0,3450.2,,,,,,Whole Building,Whole Building,38.922353,-77.019697
PM04060706,3057_0092,4060706,Locke Hall,4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,2441 6th Street NW,Washington,DC,20744,1964,College/University,College/University,1095275,68821,,,,,,0,0,2826.6,,,,,,Whole Building,Whole Building,38.923306,-77.019406
PM04066695,3057_0092,4066695,Undergraduate Library,4060094,Sub Station Buildings,12/31/2017,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,500 Howard Place  NW,Washington,DC,20059,1984,Library,Library,1095275,100000,,,,,,0,0,3591.9,,,,,,Whole Building,Whole Building,38.9223531,-77.0196971
