OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,Outlier
801,2017,NonResidential,Other,NORTH BLDG,2670 NE 49th Street,Seattle,WA,98105,0925049425,4,NORTHEAST,47.66478,-122.29804,2002,1,6,"361,398","272,900","88,498","Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,"232,685",Retail Store,"63,419",Non-Refrigerated Warehouse,"15,757",,,109.900001525879,108.800003051758,298.100006103516,296.899993896484,"9,035,150","8,940,899",,"2,104,326","7,179,960.312","18,551.890625","1,855,189.0625",128.233359926677,0.354825870443879,N,Compliant,
802,2017,NonResidential,Supermarket / Grocery Store,70500849 -- Rainier Valley,2707 Rainier Avenue South,Seattle,WA,98144,5260300005,2,GREATER DUWAMISH,47.57903,-122.29982,1963,1,1,"50,785",0,"50,785",Supermarket/Grocery Store,Supermarket,"27,382",,,,,,51,331.700012207031,330.700012207031,671.299987792969,667.900024414063,"9,083,152","9,055,787",,"1,240,064.5","4,231,100.074","48,520.51171875","4,852,051.171875",275.196954271743,5.41886293731895,N,Compliant,
803,2017,NonResidential,Small- and Mid-Sized Office,200 SW Michigan,200 SW Michigan,Seattle,WA,98106,5367202506,1,Delridge,47.54103,-122.33766,1929,1,3,"85,126",0,"85,126",Office,Office,"81,526",,,,,,1,404.899993896484,404.299987792969,"1,246.09997558594","1,245.50","33,006,548","32,959,156",,"9,385,776","32,024,267.712","9,822.7529296875","982,275.29296875",184.656484120436,2.1692136846608,N,Not Compliant,High outlier
804,2017,NonResidential,Other,Northgate North,302 NE Northgate Way,Seattle,WA,98125,2926049109,5,North,47.70911,-122.32529,2000,1,5,"303,255","19,820","283,435","Other, Parking, Restaurant, Retail Store",Parking,"321,828",Retail Store,"298,043",Other,"5,636",,,40.2000007629395,40.2000007629395,118.099998474121,118.099998474121,"12,207,844","12,207,844",,"3,233,551.75","11,032,878.571","11,749.6396484375","1,174,963.96484375",108.046542639272,0.356289402117927,N,Compliant,
805,2017,NonResidential,Distribution Center,Portside Distribution Center,4050 E. Marginal Way South,Seattle,WA,98134,7666207536,2,GREATER DUWAMISH,47.56613,-122.33838,1986,1,1,"411,584",0,"411,584","Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distributio,"288,048",Non-Refrigerated Warehouse,"83,683",Refrigerated Warehouse,"35,760",,55,36.9000015258789,35.00,65.1999969482422,63.2000007629395,"15,030,439","14,264,949",,"1,513,157.75","5,162,894.243","98,675.4453125","9,867,544.53125",545.424739383824,1.32518450518928,N,Compliant,
806,2017,NonResidential,Mixed Use Property,US Rubber Building,212 S Jackson Street,Seattle,WA,98104,5247800865,7,DOWNTOWN,47.59937,-122.33116,1902,1,4,"72,000",0,"72,000","Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrige,"27,283",Office,"23,277",Retail Store,"6,540",,,23.6000003814697,22.6000003814697,52.5999984741211,50.9000015258789,"1,347,379.75","1,291,588",,"222,473.796875","759,080.5949375","5,882.990234375","588,299.0234375",34.3849592799108,0.47756887888765,N,Compliant,
807,2017,NonResidential,Large Office,645 Elliott - North Building,645 Elliott Avenue West,Seattle,WA,98119,3879902265,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2008,1,4,"242,686","100,176","142,510","Office, Parking",Office,"143,301",Parking,"82,144",,,"2,017",78,74.4000015258789,74.4000015258789,233.699996948242,233.699996948242,"10,666,600","10,666,600",,"3,126,201.25","10,666,598.665",,,44.1288670609901,0.181835240026166,N,Compliant,
809,2017,NonResidential,Small- and Mid-Sized Office,Washington Shoe Building,400 Occidental Ave. South,Seattle,WA,98104,5247800735,2,DOWNTOWN,47.59895,-122.33248,1900,1,6,"95,760","15,840","79,920","Office, Parking, Restaurant",Office,"61,592",Parking,"12,110",Restaurant,"11,072",,70,78.4000015258789,77.00,221.00,217.699996948242,"5,698,847.5","5,594,778",,"1,412,390.25","4,819,075.533","8,797.7099609375","879,770.99609375",66.6616719123067,0.696132747622251,N,Compliant,
811,2017,NonResidential,Warehouse,City Commerce Park,3849 1st Ave S.,Seattle,WA,98134,1824049060,2,GREATER DUWAMISH,47.56733,-122.3352,1946,1,1,"179,413",0,"179,413",Non-Refrigerated Warehouse,Non-Refrige,"178,087",,,,,,58,19.7999992370605,19.1000003814697,62.2000007629395,60.00,"3,527,913","3,401,109",,"1,033,972","3,527,912.464",,,14.5953536845352,0.0813505915654674,N,Compliant,
812,2017,NonResidential,Warehouse,Seattle Pottery Supply,35 S Hanford St,Seattle,WA,98134,7666207611,2,GREATER DUWAMISH,47.57513,-122.33739,1917,0,1,"65,288",0,"65,288","Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrige,"60,000",Other - Services,"5,000",Retail Store,"5,000",,,9.50,9.50,29.7000007629395,29.7000007629395,"663,838.6875","663,838.6875",,"194,560","663,838.72",,,2.74637225462892,0.0420654983247904,Y,Not Compliant,
813,2017,NonResidential,Warehouse,3546 W Marginal Way SW,3546 W Marginal Way SW,Seattle,WA,98106,7666703967,1,Delridge,47.5725,-122.3571,1966,1,1,"170,632",0,"170,632",Non-Refrigerated Warehouse,Non-Refrige,"170,632",Office,"5,826",,,"2,018",77,8.80000019073486,8.60000038146973,27.7000007629395,27.1000003814697,"1,502,810.75","1,470,169.25",,"440,448.59375","1,502,810.601875",,,6.21728925506437,0.03643683046008,N,Compliant,
814,2017,NonResidential,Large Office,West Lake Union Center,1505 Westlake Avenue North,Seattle,WA,98109,8807900130,7,MAGNOLIA / QUEEN ANNE,47.63264,-122.34171,1994,1,10,"381,511","168,978","212,533","Office, Parking",Office,"220,033",Parking,"168,978",,,"201,820,172,015,201,420,132,011",88,60.5999984741211,60.50,183.600006103516,183.50,"13,342,821","13,309,000",,"3,701,223","12,628,572.876","7,142.470703125","714,247.0703125",90.179427505625,0.236374383715345,N,Compliant,
815,2017,NonResidential,Large Office,Fifth and Yesler,300 - 5th Avenue,Seattle,WA,98104,0942001155,3,DOWNTOWN,47.60214,-122.32726,2009,1,17,"413,264","138,098","275,166","Office, Parking, Retail Store",Office,"295,494",Parking,"94,781",,,"20,172,016",92,45.2999992370605,43.7999992370605,142.100006103516,137.50,"13,374,763","12,944,155",,"3,919,918.25","13,374,761.069",,,55.3328264916403,0.13389220084895,N,Compliant,
817,2017,NonResidential,Mixed Use Property,Russell Hall,1414 NE 42nd Street,Seattle,WA,98105,1142001150,4,NORTHEAST,47.6586,-122.3124,2009,1,6,"122,400","54,300","68,100","Multifamily Housing, Office, Parking, Retail Store",Office,"41,624",Parking,"33,399",Multifamily Housing,"20,740",,85,54.7000007629395,54.7000007629395,144.199996948242,144.199996948242,"3,894,374.5","3,894,604.75",,"866,386.6875","2,956,111.37775","9,382.62890625","938,262.890625",62.0608931507496,0.507033440774099,N,Compliant,
819,2017,NonResidential,Retail Store,BLDG D,2689 NE University Village Street,Seattle,WA,98105,0925049346,4,NORTHEAST,47.66246,-122.29898,1956,1,2,"93,803",0,"93,803","Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Stor,"85,572",Restaurant,"2,950",Other,"2,500",,,55.5999984741211,55.5999984741211,144.100006103516,144.100006103516,"5,160,026","5,160,813.5",,"1,115,685.875","3,806,720.2055","13,533.0498046875","1,353,304.98046875",87.6228388407246,0.934115527656094,N,Compliant,
820,2017,SPS-District K-12,K-12 School,Bailey Gatzert Elementary,1301 E. Yesler Way,Seattle,WA,98122,0007600137,3,CENTRAL,47.6012,-122.31548,1988,1,1,"52,924",0,"52,924",K-12 School,K-12 School,"52,924",,,,,,90,36.0999984741211,36.0999984741211,113.50,113.50,"1,912,536.625","1,912,536.625",,"560,532.3125","1,912,536.25025",,,7.91236837414158,0.149504352923845,N,Compliant,
821,2017,NonResidential,Warehouse,3701 S. Norfolk,3701 S. Norfolk Street,Seattle,WA,98118,0323049194,2,GREATER DUWAMISH,47.51304,-122.28394,1966,1,2,"123,000",0,"123,000","Non-Refrigerated Warehouse, Office",Non-Refrige,"112,484",Office,"24,433",,,,52,21.1000003814697,21.00,66.0999984741211,66.00,"2,882,466","2,879,504.5",,"844,802.375","2,882,465.7035",,,11.925070946467,0.0969517963127395,N,Compliant,
822,2017,NonResidential,Warehouse,(ID#822) 98 NORFOLK,9877 40TH AVE S,Seattle,WA,98136,0323049221,2,GREATER DUWAMISH,47.51168,-122.28285,1978,1,1,"60,448",0,"60,448","Non-Refrigerated Warehouse, Office",Non-Refrige,"52,702",Office,"7,746",,,,90,20.8999996185303,19.8999996185303,42.2000007629395,41.2000007629395,"1,262,619.25","1,204,173.75",,"171,606.703125","585,522.0710625","6,770.97021484375","677,097.021484375",38.382990657308,0.634975361588605,N,Compliant,
828,2017,Campus,Hospital,Swedish First Hill,747 Broadway,Seattle,WA,98122,1978201096,3,EAST,47.60884,-122.32193,1994,7,14,"1,765,970",0,"1,765,970","Hospital (General Medical & Surgical), Parking",Hospital (G,"1,639,334",Parking,"441,551",,,,62,171.100006103516,169.100006103516,363.299987792969,358.799987792969,"280,481,280","277,282,144","132,130,496","39,390,080","134,398,952.96","139,518.28125","13,951,828.125","8,321.20558533216",4.71197448729716,N,Compliant,
829,2017,NonResidential,Other,Northwest Work Lofts,3131 Western Ave.,Seattle,WA,98121,1992200425,7,MAGNOLIA / QUEEN ANNE,47.61915,-122.35871,1928,3,4,"217,800",0,"217,800",Other,Other,"215,197",,,,,,,52.2000007629395,51.50,98.50,97.6999969482422,"11,237,513","11,081,079",,"1,317,258.375","4,494,485.5755","67,430.2734375","6,743,027.34375",376.716352936254,1.72964349373854,N,Compliant,
830,2017,NonResidential,Mixed Use Property,childhaven,316 broadway,Seattle,WA,98122,2197600100,3,EAST,47.60488,-122.32046,2004,1,4,"77,412","21,612","55,800","Office, Other, Parking",Other,"26,400",Office,"19,200",Parking,"17,000",,,68.1999969482422,68.1999969482422,212.00,212.00,"3,110,143.5","3,110,143.5",,"897,440.5","3,062,066.986",480.759979248047,"48,075.9979248047",15.2214170381309,0.196628649797588,N,Compliant,
831,2017,NonResidential,Medical Office,600 Broadway,600 Broadway,Seattle,WA,98122,2197600250,3,EAST,47.60778,-122.32013,1990,1,5,"289,419","159,157","130,262","Medical Office, Parking",Medical Off,"146,150",Parking,"139,000",,,,56,96.0999984741211,96.0999984741211,282.299987792969,282.299987792969,"14,038,542","14,038,542",,"3,719,498.25","12,690,928.029","13,476.1298828125","1,347,612.98828125",124.075461390167,0.428705307495937,N,Compliant,
832,2017,NonResidential,Other,Salal Credit Union Headquarters,9706 4th Ave NE,Seattle,WA,98115,2434900150,1,NORTH,47.6993,-122.32378,1987,1,5,"90,266",0,"90,266",Financial Office,Financial O,"90,266",,,,,,35,74.1999969482422,74.1999969482422,232.899993896484,232.899993896484,"6,695,353","6,695,353",,"1,962,295.375","6,695,351.8195",,,27.699391310067,0.306864060776672,N,Compliant,
837,2017,NonResidential,Warehouse,Peoples Storage,4213 Leary Way NW,Seattle,WA,98107,2516000215,6,Ballard,47.6582,-122.36434,2004,1,4,"87,332","6,458","80,874",Non-Refrigerated Warehouse,Non-Refrige,"87,332",,,,,,90,15.00,15.00,37.50,37.50,"1,313,443.875","1,309,706.625",,"265,972.09375","907,496.783875","4,059.46997070313","405,946.997070313",25.3142569119195,0.289862328950666,N,Compliant,
839,2017,NonResidential,Hotel,Silver Cloud Inn - Broadway,1100 Broadway,Seattle,WA,98122,1978201320,,,,,2003,1,6,"150,545","50,017","100,528","Hotel, Parking",Hotel,"100,528",Parking,"50,017",,,,29,140.899993896484,137.800003051758,264.299987792969,258.200012207031,"14,166,854","13,857,536",,"1,639,977.75","5,595,604.083","85,712.4921875","8,571,249.21875",478.368662531295,3.17757921240357,N,Compliant,
841,2017,NonResidential,Other,EMP Museum,325 5th Avenue North,Seattle,WA,98109,1991200005,7,MAGNOLIA / QUEEN ANNE,47.62147,-122.34817,1999,1,5,"141,718",0,"141,718","Other - Entertainment/Public Assembly, Restaurant",Other - Ent,"134,197",Restaurant,"5,803",,,,,139.50,138.600006103516,373.100006103516,372.200012207031,"19,525,272","19,399,530",,"4,449,998.5","15,183,394.882","43,418.7578125","4,341,875.78125",293.412362038756,2.07039587094621,N,Compliant,
843,2017,NonResidential,Hotel,The Maxwell Hotel,300 Roy ST,Seattle,WA,98109,5457800400,7,MAGNOLIA / QUEEN ANNE,47.62562,-122.35121,2008,1,5,"111,856","21,273","90,583","Hotel, Parking, Restaurant, Swimming Pool",Hotel,"88,000",Parking,"20,000",Restaurant,"4,006",,19,95.3000030517578,95.3000030517578,196.399993896484,196.399993896484,"8,771,979","8,772,352",,"1,242,469.375","4,239,305.5075","45,326.73046875","4,532,673.046875",258.268728814793,2.30893942939845,N,Compliant,
845,2017,NonResidential,Self-Storage Facility,08501-Capitol Hill,1815 12th Ave E,Seattle,WA,98122,6003500780,3,EAST,47.61818,-122.31728,1988,1,4,"132,828",0,"132,828",Self-Storage Facility,Self-Storag,"132,828",,,,,,82,8.39999961853027,8.19999980926514,26.2999992370605,25.7999992370605,"1,112,728.25","1,093,205.75",,"326,122","1,112,728.264",,,4.60347662635738,0.0346574263435223,N,Compliant,
847,2017,NonResidential,Warehouse,Pioneer Industries,7000 Highland Parkway SW,Seattle,WA,98106,3024049003,1,DELRIDGE,47.53935,-122.34402,1970,1,1,"70,400",0,"70,400","Non-Refrigerated Warehouse, Office",Non-Refrige,"58,047",Office,"12,353",,,,1,204.899993896484,203.399993896484,500.00,498.299987792969,"14,426,560","14,316,443",,"2,811,689","9,593,482.868","48,330.76171875","4,833,076.171875",296.373946963638,4.20985720118803,N,Compliant,
848,2017,NonResidential,Retail Store,#4706 Bitterlake,11616 AURORA AVE N,Seattle,WA,98133,3026049093,5,NORTHWEST,47.71417,-122.34256,1995,1,1,"101,830",0,"101,830",Retail Store,Retail Stor,"130,767",,,,,,67,81.6999969482422,79.1999969482422,169.600006103516,167.00,"10,678,440","10,357,990",,"1,537,298.75","5,245,263.335","54,331.765625","5,433,176.5625",310.25622636511,3.04680571899351,N,Compliant,
850,2017,SPS-District K-12,K-12 School,Leschi Elementary,135 32nd Ave.,Seattle,WA,98122,3416600240,3,CENTRAL,47.6021,-122.29181,1988,1,3,"55,353",0,"55,353",K-12 School,K-12 School,"55,353",,,,,"2,016",98,23.2000007629395,23.2000007629395,72.8000030517578,72.8000030517578,"1,283,424.75","1,283,833.25",,"376,150.3125","1,283,424.86625",,,5.30966684734784,0.0959237412127227,N,Compliant,
851,2017,NonResidential,University,SCCC SEATTLE VOCATIONAL INST.,2120 S JACKSON ST,SEATTLE,WA,98144,3646100185,3,CENTRAL,47.5997,-122.30364,1974,2,4,"114,000",0,"114,000",College/University,College/Uni,"114,000",,,,,,,68.4000015258789,67.3000030517578,169.600006103516,168.399993896484,"7,803,098.5","7,669,733.5",,"1,562,456","5,331,099.872","24,719.98046875","2,471,998.046875",153.34315039514,1.34511535434333,N,Compliant,
854,2017,SPS-District K-12,Other,Stanford Center Building (JSCEE),2445  3RD  AVE  S,SEATTLE,WA,98124,7666205235,2,GREATER DUWAMISH,47.5805,-122.33032,2002,1,3,"338,063",0,"338,063","Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,"180,633","Repair Services (Vehicle, Shoe, Locksmith, etc)","50,000",Restaurant,"50,000",,,62.2999992370605,62.2999992370605,176.199996948242,176.199996948242,"21,076,054","21,060,986",,"5,250,793.5","17,915,707.422","31,603.439453125","3,160,343.9453125",241.965077375441,0.715739602900765,Y,Not Compliant,
857,2017,NonResidential,Warehouse,3480 W Marginal Way SW,3480 W Marginal Way SW,Seattle,WA,98053,7666705088,1,SOUTHWEST,47.57311,-122.3601,1965,1,1,"152,365",0,"152,365",Non-Refrigerated Warehouse,Non-Refrige,"157,151",Office,"7,858",,,"2,018",80,8.00,8.00,23.50,23.50,"1,262,652","1,255,828.125",,"332,124.8125","1,133,209.86025","1,294.42004394531","129,442.004394531",11.5628760485201,0.0758893187314681,N,Compliant,
858,2017,NonResidential,Medical Office,James Tower,550 17th Avenue,Seattle,WA,98122,7942600330,3,CENTRAL,47.60705,-122.30966,1910,1,6,"320,946",0,"320,946","Laboratory, Medical Office",Medical Off,"236,359",Laboratory,"86,298",,,,,146.199996948242,146.199996948242,457.200012207031,457.200012207031,"47,169,052","47,159,888",,"13,740,748","46,883,432.176","2,856.13989257813","285,613.989257813",209.13076543046,0.651607327807357,N,Compliant,
859,2017,NonResidential,Retail Store,Georgetown Center Bldg B,800 S Michigan St,Seattle,WA,98108,2738100620,2,GREATER DUWAMISH,47.54858,-122.32322,1958,1,1,"74,178",0,"74,178",Retail Store,Retail Stor,"74,178",,,,,,78,74.00,72.4000015258789,169.399993896484,166.300003051758,"5,487,221.5","5,370,854.5",,"954,148.125","3,255,553.4025","22,316.6796875","2,231,667.96875",131.992460744789,1.77940171944228,N,Compliant,
861,2017,NonResidential,Medical Office,Patricia Steele Building,401 Broadway,seattle,WA,98122,8590900805,3,EAST,47.60562,-122.3212,2004,1,5,"275,130","112,980","162,150","Medical Office, Parking",Medical Off,"164,110",Parking,"116,915",,,,69,69.0999984741211,69.0999984741211,216.899993896484,216.899993896484,"11,336,249","11,336,249",,"3,322,464.25","11,336,248.021",,,46.8992785423338,0.170462248909002,N,Compliant,
864,2017,NonResidential,Self-Storage Facility,08458-Lake City,10821 Lake City Way Ne,Seattle,WA,98125,8902000245,5,NORTH,47.70799,-122.30185,1987,1,4,"80,360",0,"80,360",Self-Storage Facility,Self-Storag,"80,360",,,,,,96,9.89999961853027,9.69999980926514,21.7999992370605,21.50,"794,728.6875","776,483.6875",,"128,203","437,428.636","3,573.00","357,300.00",20.785892361431898,0.258659685931208,N,Compliant,
866,2017,SPS-District K-12,K-12 School,Lafayette Elementary,2645 California Ave. S.W.,Seattle,WA,98116,9277200005,1,SOUTHWEST,47.5795,-122.38723,1950,1,1,"61,183",0,"61,183",K-12 School,K-12 School,"62,975",,,,,,90,43.0999984741211,42.00,67.6999969482422,66.5999984741211,"2,712,606.5","2,647,046.75",,"198,415.09375","676,992.299875","20,356.138671875","2,035,613.8671875",110.912242517036,1.81279509859007,Y,Not Compliant,
867,2017,NonResidential,Supermarket / Grocery Store,70500847 -- Harvard Market,1401 Broadway Avenue,Seattle,WA,98122,3148650000,3,EAST,47.61318,-122.32122,1996,1,3,"46,984",0,"46,984",Supermarket/Grocery Store,Supermarket,"46,280",,,,,,52,224.800003051758,221.800003051758,488.200012207031,483.100006103516,"10,404,856","10,263,473",,"1,636,566.375","5,583,964.4715","48,208.90234375","4,820,890.234375",279.138942545223,5.94114895592591,N,Compliant,
868,2017,NonResidential,Other,(ID868) BMW SEATTLE - SHOWROOM & OFFICE,1002 AIRPORT WAY S,SEATTLE,WA,98134,7666202740,2,GREATER DUWAMISH,47.59394,-122.32452,2008,1,2,"51,856",0,"51,856","Automobile Dealership, Office",Automobile,"48,103",Office,"3,753",,,,,38.5999984741211,38.0999984741211,121.199996948242,119.699996948242,"2,002,362.25","1,977,431.5",,"586,858.8125","2,002,362.26825",,,8.28398828142718,0.159749851153718,N,Compliant,
"1,280",2017,NonResidential,Mixed Use Property,Filson World Headquarters LP,1741 1st Ave S,Seattle,WA,98134,7666207095,1,GREATER DUWAMISH,47.58718,-122.33467,1921,1,3,"66,480","13,200","53,280","Manufacturing/Industrial Plant, Office, Parking, Retail Store",Office,"26,044",Manufacturing/Industrial Plant,"13,884",Parking,"13,858",,,134.699996948242,134.699996948242,423.00,423.00,"6,813,592","6,813,592",,"1,996,949.375","6,813,591.2675",,,28.1885606363001,0.424015653373949,N,Compliant,
"1,281",2017,NonResidential,Large Office,4545 Building 751,4545 15th Ave NE,Seattle,WA,98105,8816400020,4,NORTHEAST,47.66181,-122.31231,1960,1,3,"113,944","48,510","65,434",Office,Office,"65,434",,,,,,1,271.600006103516,271.600006103516,846.299987792969,846.299987792969,"17,770,254","17,770,254",,"5,149,335.5","17,569,532.726","2,007.19018554688","200,719.018554688",83.3472355282341,0.731475422384979,N,Compliant,
"19,440",2017,Multifamily LR (1-4),Low-Rise Multifamily,Chateau Boise B,1902 thru 1930 N Northgate Way,Seattle,WA,98133,0348300000,5,NORTHWEST,47.70835,-122.33555,1976,1,4,"31,334",,,Multifamily Housing,Multifamily,"31,334",,,,,,91,23.3999996185303,22.8999996185303,73.4000015258789,71.8000030517578,"732,818.1875","716,326.625",,"214,776.703125","732,818.1110625",,,3.0317474218913,0.0967558378084924,N,Compliant,
