OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
27828,2015,NonResidential,Mixed Use Property,BROADWAY AND E PIKE BUILDING,6003000035,"905 E PIKE ST
SEATTLE, WA 98122
(47.613895, -122.320358)",3,EAST,1912,1,3,"24,000",0,"24,000","Office, Other, Retail Store",Office,"12,000",Other,"6,000",Retail Store,"6,000",,,42.4,42.4,128.5,128.5,"1,018,068","1,018,068",0,"282,690","964,577",535,"53,531",0,9.57,0.23,No,,Compliant,,,8,,11,"19,578"
27829,2015,NonResidential,Small- and Mid-Sized Office,EAST PIKE BUILDING,6003000065,"1205 E PIKE ST
SEATTLE, WA 98122
(47.613922, -122.316421)",3,EAST,1920,1,2,"21,228",0,"21,228",Office,Office,"21,228",,,,,,64,37.7,43.7,118.3,137.3,"799,996","928,118",0,"234,465","800,029",0,0,0,5.58,0.1,Yes,,Compliant,,,8,,11,"19,578"
27830,2015,NonResidential,Small- and Mid-Sized Office,ELYSIAN BREWING CO & OFFICES,6003000070,"1221 E PIKE ST
SEATTLE, WA 98122
(47.61391707, -122.3161479)",3,EAST,1920,1,3,"23,422",0,"23,422",Office,Office,"23,422",,,,,,64,115.2,128.6,152.6,165.2,"2,698,077","3,011,207",0,"104,046","355,020","23,431","2,343,071",0,126.92,5.35,No,,Compliant,,,8,,11,"19,578"
27833,2015,NonResidential,Other,SOUND MENTAL HEALTH,7234600405,"1600 E OLIVE ST
SEATTLE, WA 98122
(47.616753, -122.3110869)",3,EAST,1975,1,2,"38,879","11,328","27,551",Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,"38,879",,,,,,,85.9,93.1,264.2,286.9,"3,337,933","3,619,051",0,"949,021","3,238,194",999,"99,873",0,27.88,0.36,No,,Compliant,,,9,,4,"19,578"
27836,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE MARQUIS APARTMENTS,7234600475,"1605 E OLIVE ST
SEATTLE, WA 98122
(47.61619871, -122.3110979)",3,EAST,1926,1,3,"40,112",0,"40,112",Multifamily Housing,Multifamily Housing,"40,112",,,,,,98,32.7,40.2,47.7,55.6,"1,310,226","1,612,801",0,"75,279","256,863","10,534","1,053,374",0,57.74,1.41,No,,Compliant,,,9,,4,"19,578"
27837,2015,Multifamily LR (1-4),Low-Rise Multifamily,CASCADIA APARTMENTS,7234600490,"1621 17TH AVE
SEATTLE, WA 98122
(47.61597245, -122.3105077)",3,EAST,1924,1,3,"25,808",0,"25,808",Multifamily Housing,Multifamily Housing,"25,808",,,,,,81,34.6,39.4,77.8,90.6,"892,086","1,018,056",0,"150,287","512,802","3,793","379,306",0,23.72,0.83,Yes,,Compliant,,,9,,4,"19,578"
27838,2015,NonResidential,Mixed Use Property,MADISON CROSSING APARTMENTS & STORE,7234600515,"1600 E MADISON ST
SEATTLE, WA 98122
(47.61547934, -122.3110575)",3,EAST,1998,1,5,"53,034","14,625","38,409","Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,"22,486",Supermarket/Grocery Store,"14,257",Parking,"13,308",,94,89.8,95.3,213.4,216.5,"3,299,335","3,499,890",0,"613,542","2,093,492","12,059","1,205,930",0,78.64,1.31,No,,Compliant,,,9,,4,"19,578"
27843,2015,Multifamily MR (5-9),Mid-Rise Multifamily,OLYMPIAN APARTMENTS,7234600545,"1605 E MADISON ST
SEATTLE, WA 98122
(47.61499187, -122.3109693)",3,CENTRAL,1912,1,6,"48,700","4,056","44,644",Multifamily Housing,Multifamily Housing,"44,644",,,,,,94,31.4,39.3,62.8,75.5,"1,402,227","1,753,765",0,"186,779","637,316","7,649","764,937",0,45.07,0.87,Yes,,Compliant,,,9,,8,"19,578"
27844,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE MADKIN,7234600570,"1625 E MADISON ST
SEATTLE, WA 98122
(47.61525882, -122.3104158)",3,CENTRAL,1904,1,3,"25,536",0,"25,536",Multifamily Housing,Multifamily Housing,"25,536",,,,,,66,66.1,84.9,82.6,103,"1,688,254","2,169,279",0,"47,381","161,669","15,266","1,526,592",0,82.2,3.19,No,,Compliant,,,9,,8,"19,578"
27845,2015,Multifamily HR (10+),High-Rise Multifamily,COUNCIL HOUSE,7234600600,"1501 17TH AVE
SEATTLE, WA 98122
(47.61448017, -122.3104782)",3,CENTRAL,1972,1,12,"93,021",0,"93,021","Multifamily Housing, Parking",Multifamily Housing,"87,450",Parking,"5,571",,,,26,58.6,65.5,155.2,173.4,"5,122,039","5,730,188",0,"1,148,546","3,919,002","12,032","1,203,201",0,91.22,0.8,Yes,,Compliant,,,9,,8,"19,578"
27863,2015,Multifamily LR (1-4),Low-Rise Multifamily,BARBARA FRIETCHIE,7234600855,"1100 17TH AVE
SEATTLE, WA 98122
(47.6117644, -122.309778)",3,CENTRAL,1929,1,4,"23,616",0,"23,616",Multifamily Housing,Multifamily Housing,"23,616",,,,,,67,51.7,64.5,72.5,85.9,"1,221,801","1,523,791",0,"60,217","205,470","10,163","1,016,340",0,55.41,2.31,No,,Compliant,,,9,,8,"19,578"
27868,2015,Multifamily LR (1-4),Low-Rise Multifamily,PARK ROYAL APARTMENTS,7234601035,"1503 18TH AVE
SEATTLE, WA 98122
(47.61435279, -122.3092012)",3,CENTRAL,1988,1,4,"28,080","3,215","24,865",Multifamily Housing,Multifamily Housing,"24,865",,,,,,54,31.2,32.8,98,103,"776,427","815,574",0,"227,558","776,459",0,0,0,5.41,0.07,No,,Compliant,,,9,,8,"19,578"
27869,2015,NonResidential,Non-Refrigerated Warehouse,AUTO ACCESSORIES INC,6003000220,"1520 13TH AVE
SEATTLE, WA 98122
(47.61483102, -122.3151453)",3,EAST,1920,1,2,"23,040",0,"23,040",Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"23,040",,,,,,98,3.6,3.6,10.7,10.7,"82,824","82,824",0,"22,296","76,078",67,"6,749",0,0.89,0.02,No,,Compliant,,,8,,4,"19,578"
27870,2015,Multifamily LR (1-4),Low-Rise Multifamily,CHESTER APTS & STORES,6003000240,"1323 E PINE ST
SEATTLE, WA 98122
(47.6151213, -122.3146223)",3,EAST,1910,1,3,"20,509",0,"20,509","Multifamily Housing, Restaurant",Multifamily Housing,"17,041",Restaurant,"3,468",,,,100,29.6,32.6,55.3,62.3,"607,373","668,947",0,"69,584","237,431","3,700","369,951",0,21.3,0.99,No,,Compliant,,,8,,4,"19,578"
27873,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE PACKARD BUILDING,6003000355,"1530 12TH AVE
SEATTLE, WA 98122
(47.61504893, -122.3164334)",3,EAST,1910,1,6,"74,725","12,387","62,338","Multifamily Housing, Parking",Multifamily Housing,"86,443",Parking,"12,387",,,,30,46.5,46.5,102.2,102.2,"4,023,479","4,023,479",0,"645,908","2,203,929","18,196","1,819,642",0,112.01,1.37,No,,Compliant,,,8,,11,"19,578"
27874,2015,NonResidential,Non-Refrigerated Warehouse,PUBLIC STORAGE,6003000375,"1515 13TH AVE
SEATTLE, WA 98122
(47.61461356, -122.3160562)",3,EAST,1958,1,2,"61,880",0,"61,880",Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"61,880",,,,,,69,9.2,9.2,29,29,"571,309","571,309",0,"167,441","571,332",0,0,0,3.98,0.02,No,,Compliant,,,8,,11,"19,578"
27880,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LENAWEE APTS,6003000590,"1629 HARVARD AVE
SEATTLE, WA 98122
(47.61617124, -122.3224481)",3,EAST,1940,1,5,"50,356",0,"50,356","Multifamily Housing, Parking",Multifamily Housing,"50,356",Parking,"3,120",,,,100,47.6,56.8,67.6,77.3,"2,396,523","2,861,312",0,"124,326","424,218","19,723","1,972,322",0,107.71,2.1,No,,Compliant,,,8,,11,"19,578"
27882,2015,NonResidential,Small- and Mid-Sized Office,A E I,6003000605,"900 E PINE ST
SEATTLE, WA 98122
(47.61551228, -122.3203787)",3,EAST,1925,1,2,"27,938",0,"27,938","Office, Retail Store",Office,"13,911",Retail Store,"12,757",,,,95,44.3,44.3,138.8,138.8,"1,180,231","1,180,231",0,"345,138","1,177,659",26,"2,621",0,8.35,0.12,No,,Compliant,,,8,,11,"19,578"
27884,2015,Multifamily MR (5-9),Mid-Rise Multifamily,HELIX APARTMENTS,6746700995,"4751 12TH AVE NE
SEATTLE, WA 98105
(47.66442871, -122.31555939)",4,NORTHEAST,2006,1,6,"65,826","23,637","42,189","Multifamily Housing, Parking, Retail Store",Multifamily Housing,"62,699",Parking,"23,637",Retail Store,"3,127",,,35.5,37.3,111.4,117.2,"2,335,667","2,455,952",0,"684,545","2,335,764",0,0,0,16.28,0.09,No,,Compliant,,,60,,38,"18,383"
27885,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LEE PLAZA,6746701020,"4746 11TH AVE NE
SEATTLE, WA 98105
(47.66462439, -122.3160178)",4,NORTHEAST,1991,1,5,"64,227","16,986","47,241","Multifamily Housing, Office, Parking",Multifamily Housing,"40,152",Parking,"16,986",Office,"7,089",,95,41.9,45.8,87.3,94.7,"1,977,299","2,164,988",0,"287,217","980,026","9,973","997,313",0,59.8,0.87,No,,Compliant,,,60,,38,"18,383"
27886,2015,Multifamily MR (5-9),Mid-Rise Multifamily,TRAVIGNE ON ELEVENTH AVE APTS,6746701067,"4726 11TH AVE NE
SEATTLE, WA 98105
(47.66390991, -122.31602478)",4,NORTHEAST,2001,1,6,"91,916","25,721","66,195","Multifamily Housing, Parking",Multifamily Housing,"58,683",Parking,"12,284",,,,83,32.1,33.7,100.7,105.7,"1,881,389","1,975,062",0,"551,404","1,881,467",0,0,0,13.12,0.05,No,,Compliant,,,60,,38,"18,383"
27888,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SUNRISE CASCADE,6746701106,"1100 NE 47TH ST
SEATTLE, WA 98105
(47.66334688, -122.3160348)",4,NORTHEAST,2000,1,5,"33,480","8,313","25,167","Multifamily Housing, Office, Parking",Multifamily Housing,"19,580",Parking,"10,500",Office,"3,400",,,42.1,45.2,93,99,"967,835","1,037,684",0,"157,318","536,790","4,311","431,067",0,26.64,0.73,No,,Compliant,,,60,,38,"18,383"
27891,2015,NonResidential,Other,UNIVERSITY PORSCHE AUDI,6746701575,"4740 ROOSEVELT WAY NE
SEATTLE, WA 98105
(47.66401898, -122.3171148)",4,NORTHEAST,1924,1,2,"21,600",0,"21,600","Other - Services, Retail Store",Other - Services,"32,580",Retail Store,"9,650",,,,,41,41,128.7,128.7,"1,730,886","1,730,886",0,"507,294","1,730,957",0,0,0,12.07,0.21,No,,Compliant,,,60,,38,"18,383"
27892,2015,Nonresidential COS,Other,FIRE STATION 17,6746701655,"1050 NE 50TH ST
SEATTLE, WA 98105
(47.66518676, -122.3166784)",4,NORTHEAST,1929,1,3,"27,908",0,"27,908",Other,Other,"21,886",,,,,,,80.3,90.2,172.8,185,"1,756,668","1,973,864",0,"271,567","926,624","8,301","830,083",0,50.55,1.67,No,,Compliant,,,60,,47,"18,383"
27895,2015,Multifamily LR (1-4),Low-Rise Multifamily,SAGAMORE BUILDING,6746702120,"5200 ROOSEVELT WAY NE
SEATTLE, WA 98105
(47.66663552, -122.3170932)",4,NORTHEAST,2003,1,4,"24,722","7,716","17,006","Multifamily Housing, Parking, Retail Store",Multifamily Housing,"15,456",Parking,"8,006",Retail Store,"2,700",,,33.2,36.5,104.2,114.7,"602,618","662,927",0,"176,617","602,643",0,0,0,4.2,0.07,No,,Compliant,,,60,,47,"18,383"
27901,2015,Campus,K-12 School,THE BUSH SCHOOL - UPPER SCHOOL CAMPUS,6600000385,"3400 E HARRISON ST
SEATTLE, WA 98112
(47.62288647, -122.2852279)",3,CENTRAL,2000,1,2,"30,562",0,"30,562",K-12 School,K-12 School,"30,562",,,,,,71,51.1,62.1,97.6,109.1,"1,563,070","1,898,057",0,"188,252","642,342","9,208","920,754",0,53.38,1.66,No,,Compliant,,,31,,8,"18,789"
27902,2015,Multifamily LR (1-4),Low-Rise Multifamily,PACIFIC PALISADES CONDOMINIUM,6600280000,"3900 2ND AVE NE
SEATTLE, WA 98105
(47.65489768, -122.3262763)",4,LAKE UNION,1997,1,4,"43,422",0,"43,422","Multifamily Housing, Parking",Multifamily Housing,"37,581",Parking,"5,841",,,,20,47.6,53.7,107,114.1,"1,788,999","2,018,098",0,"300,218","1,024,386","7,647","764,655",0,47.75,1,No,,Compliant,,,61,,3,"18,383"
27903,2015,NonResidential,Retail Store,PACIFIC RIM CENTER COMMERCIAL,6600770000,"900 S JACKSON ST
SEATTLE, WA 98104
(47.59946206, -122.3203303)",2,DOWNTOWN,2000,1,3,"54,969",0,"54,969",Retail Store,Retail Store,"54,969",,,,,,76,60.5,63.2,174.7,177.6,"3,326,999","3,475,471",0,"856,969","2,924,100","4,030","403,021",0,41.79,0.53,No,,Compliant,,,26,,16,"18,379"
27922,2015,NonResidential,K-12 School,TEMPLE DE HIRSCH,7234600135,"1424 15TH AVE
SEATTLE, WA 98122
(47.61364411, -122.3121982)",3,CENTRAL,1951,1,2,"36,825",0,"36,825","K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,"44,340",Worship Facility,"10,415",Social/Meeting Hall,"4,925",,,28.3,32.5,60.4,64.9,"1,824,836","2,100,328",0,"278,740","951,100","8,738","873,775",0,53.04,1.33,No,,Compliant,,,9,,8,"19,578"
27924,2015,Multifamily LR (1-4),Low-Rise Multifamily,FENTON APTS,7234600205,"1509 E MADISON ST
SEATTLE, WA 98122
(47.61448793, -122.3121904)",3,CENTRAL,1908,1,4,"36,546","5,318","31,228","Fast Food Restaurant, Multifamily Housing, Parking",Multifamily Housing,"30,480",Parking,"5,318",Fast Food Restaurant,748,,82,26.3,29.8,81.4,92.6,"820,671","931,365",0,"235,798","804,574",161,"16,130",0,6.47,0.08,Yes,,Compliant,,,9,,8,"19,578"
27926,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE PEARL APARTMENTS,7234600240,"1530 15TH AVE
SEATTLE, WA 98122
(47.61479907, -122.31270678)",3,EAST,2008,1,7,"101,530","26,480","75,050","Multifamily Housing, Parking",Multifamily Housing,"99,313",Parking,"26,480",,,,53,44.9,44.9,97.9,97.9,"4,458,703","4,458,703",0,"707,172","2,412,969","20,458","2,045,834",0,125.48,1.13,No,,Compliant,,,9,,4,"19,578"
27928,2015,NonResidential,Small- and Mid-Sized Office,JEWISH FAMILY SERVICE,7234600310,"1601 16TH AVE
SEATTLE, WA 98122
(47.61550021, -122.3119)",3,EAST,1958,1,3,"25,834",0,"25,834",Office,Office,"31,822",,,,,,69,70.7,78.9,157.1,172.3,"2,248,776","2,510,295",0,"369,801","1,261,815","9,870","987,013",0,61.22,2.16,No,,Compliant,,,9,,4,"19,578"
27929,2015,Multifamily LR (1-4),Low-Rise Multifamily,ARILLIS ARMS,7234600325,"1700 15TH AVE
SEATTLE, WA 98122
(47.61681157, -122.3123445)",3,EAST,1962,1,4,"26,172",0,"26,172",Multifamily Housing,Multifamily Housing,"26,172",,,,,,48,30,33.2,94.1,104.3,"784,584","869,195",0,"229,948","784,617",0,0,0,5.47,0.08,No,,Compliant,,,9,,4,"19,578"
27932,2015,Multifamily LR (1-4),Low-Rise Multifamily,WILANA CO-OP,7234600350,"1732 15TH AVE
SEATTLE, WA 98122
(47.61737524, -122.3123783)",3,EAST,1909,1,3,"25,920",0,"25,920",Multifamily Housing,Multifamily Housing,"25,920",,,,,,79,28.5,33.3,67.9,81.5,"737,935","863,464",0,"138,053","471,055","2,669","266,900",0,17.46,0.6,No,,Compliant,,,9,,4,"19,578"
27937,2015,Multifamily LR (1-4),Low-Rise Multifamily,PHINNEY RIDGE CONDOMINIUM,6760700000,"8720 PHINNEY AVE N
SEATTLE, WA 98103
(47.69299771, -122.3536592)",5,NORTHWEST,1985,1,4,"26,112",0,"26,112","Multifamily Housing, Parking",Multifamily Housing,"26,112",Parking,"6,528",,,,97,21,23.5,65.9,73.9,"548,293","614,641",0,"160,696","548,316",0,0,0,3.82,0.06,No,,Compliant,,,23,,21,"18,377"
27947,2015,NonResidential,Worship Facility,ST MARKS CATHEDRAL,6762700860,"1245 10TH AVE E
SEATTLE, WA 98102
(47.63114982, -122.3205229)",3,EAST,1929,1,1,"37,700",0,"37,700",Worship Facility,Worship Facility,"52,225",,,,,,41,61,84.1,96.4,123,"3,185,509","4,392,395",0,"236,971","808,579","23,770","2,376,964",0,131.88,3.41,No,,Compliant,,,16,,4,"18,376"
27950,2015,Multifamily MR (5-9),Mid-Rise Multifamily,PIERRE MARQUIS CONDOMINIUM MERIDIAN,6780800000,"2253 GILMAN DR W
SEATTLE, WA 98119
(47.63990415, -122.3745603)",7,MAGNOLIA / QUEEN ANNE,1980,1,5,"62,093",0,"62,093","Multifamily Housing, Swimming Pool",Multifamily Housing,"52,826",Swimming Pool,0,,,,69,27.6,29.5,86.8,92.5,"1,460,307","1,556,569",0,"427,992","1,460,368",0,0,0,10.18,0.06,No,,Compliant,,,50,,39,"19,575"
27951,2015,Multifamily LR (1-4),Low-Rise Multifamily,PIER AT LESCHI THE,6780900000,"334 LAKESIDE AVE S
SEATTLE, WA 98144
(47.59927788, -122.2857679)",3,CENTRAL,1956,1,4,"23,856",0,"23,856",Multifamily Housing,Multifamily Housing,"23,856",,,,,,62,28.3,31.7,88.8,99.5,"674,961","755,950",0,"197,820","674,989",0,0,0,4.71,0.08,Yes,,Compliant,,,32,,18,"17,919"
27953,2015,Multifamily MR (5-9),Mid-Rise Multifamily,PIKE LOFTS CONDOMINIUM,6784900000,"303 E PIKE ST
SEATTLE, WA 98122
(47.61385573, -122.3272454)",3,EAST,1998,1,7,"69,272",0,"69,272","Medical Office, Multifamily Housing, Office, Other, Parking",Multifamily Housing,"51,295",Parking,"5,328",Medical Office,"2,441",,,46.1,51,100.1,107.4,"2,589,240","2,863,877",0,"407,777","1,391,391","11,979","1,197,906",0,73.32,0.97,No,,Compliant,,,8,,12,"19,578"
27955,2015,SPS-District K-12,K-12 School,MONTLAKE SCHOOL (SPS-DISTRICT),6788200735,"2405 22ND AVE E
SEATTLE, WA 98112
(47.64081473, -122.3051793)",3,EAST,1925,1,2,"27,273",0,"27,273",K-12 School,K-12 School,"27,273",,,,,,90,43.5,57.3,80.2,100.3,"1,186,682","1,563,244",0,"131,970","450,300","7,364","736,400",0,42.25,1.48,Yes,,Compliant,,,36,,6,"18,789"
27956,2015,Multifamily LR (1-4),Low-Rise Multifamily,MONTLAKE APARTMENTS,6788201390,"2300 24TH AVE E
SEATTLE, WA 98112
(47.63976499, -122.3017122)",3,EAST,1926,1,2,"20,366",0,"20,366","Food Service, Multifamily Housing, Office, Other, Retail Store",Multifamily Housing,"13,350",Other,"3,070",Food Service,"1,580",,,71.7,86.9,116.4,132.4,"1,459,786","1,769,026",0,"117,574","401,179","10,586","1,058,623",0,59.02,2.81,No,,Compliant,,,36,,6,"18,789"
27958,2015,Multifamily LR (1-4),Low-Rise Multifamily,25 UNIT APT,6798100725,"11500 15TH AVE NE
SEATTLE, WA 98125
(47.71239788, -122.3120749)",5,NORTH,1974,1,4,"23,888",0,"23,888",Multifamily Housing,Multifamily Housing,"23,888",,,,,,61,27.3,28.6,85.7,89.8,"652,224","682,800",0,"191,156","652,251",0,0,0,4.55,0.07,No,,Compliant,,,29,,26,"19,579"
27962,2015,Multifamily LR (1-4),Low-Rise Multifamily,RALEIGH MANOR APTS,6798100830,"12000 15TH AVE NE
SEATTLE, WA 98125
(47.71603276, -122.3122277)",5,NORTH,2000,1,4,"45,579","12,762","32,817","Multifamily Housing, Office, Parking",Multifamily Housing,"28,785",Parking,"12,762",Office,"4,192",,,26.6,27.5,83.6,86.5,"877,788","908,492",0,"257,265","877,825",0,0,0,6.12,0.05,No,,Compliant,,122,29,1,26,"19,579"
27966,2015,Multifamily LR (1-4),Low-Rise Multifamily,PINEHURST LANE CONDOMINIUM,6798800000,"11532 15TH AVE NE
SEATTLE, WA 98125
(47.71317558, -122.3120864)",5,NORTH,1997,1,4,"23,175",0,"23,175",Multifamily Housing,Multifamily Housing,"23,175",,,,,,77,30.8,34.5,74.4,79.7,"714,287","798,595",0,"136,500","465,759","2,485","248,548",0,16.45,0.62,Yes,,Compliant,,,29,,26,"19,579"
27969,2015,NonResidential,Mixed Use Property,TRADER JOE'S & APARTMENTS,7234601100,"1700 E MADISON ST
SEATTLE, WA 98122
(47.61610097, -122.309733)",3,CENTRAL,2004,1,6,"97,229","34,973","62,256","Multifamily Housing, Parking, Retail Store",Multifamily Housing,"45,300",Parking,"35,973",Retail Store,"16,956",,100,15.5,16.3,48.5,51.1,"962,577","1,013,351",0,"282,115","962,617",0,0,0,6.71,0.03,No,,Compliant,,,9,,6,"19,578"
27970,2015,Multifamily MR (5-9),Mid-Rise Multifamily,OLIVE RIDGE,7234601120,"1700 17TH AVE
SEATTLE, WA 98122
(47.61688482, -122.3095746)",3,CENTRAL,1969,1,7,"72,716",0,"72,716",Multifamily Housing,Multifamily Housing,"72,716",,,,,,30,40.8,47.9,108.7,129.8,"2,964,206","3,479,677",0,"671,953","2,292,797","6,715","671,504",0,51.65,0.57,Yes,,Compliant,,,9,,6,"19,578"
27977,2015,Multifamily MR (5-9),Mid-Rise Multifamily,VIEWS AT MADISON VISTA,7234601325,"1617 19TH AVE
SEATTLE, WA 98122
(47.61589009, -122.3078278)",3,CENTRAL,2002,1,5,"73,495","26,600","46,895","Multifamily Housing, Parking, Retail Store",Multifamily Housing,"44,725",Parking,"26,600",Retail Store,"2,170",,,54.7,61.9,82.8,94.8,"2,564,356","2,904,349",0,"166,797","569,134","19,952","1,995,246",0,109.94,1.46,No,,Compliant,,,9,,8,"19,578"
27981,2015,Multifamily LR (1-4),Low-Rise Multifamily,Union 18 Apartments,7234601475,"1140 18TH AVE
SEATTLE, WA 98122
(47.61256642, -122.3084619)",3,CENTRAL,1969,1,3,"37,824",0,"37,824",Multifamily Housing,Multifamily Housing,"37,824",,,,,,,23.1,26.3,61.7,72,"871,907","995,747",0,"198,975","678,932","1,930","193,003",0,14.98,0.32,No,,Compliant,,,9,,8,"19,578"
27982,2015,NonResidential,Small- and Mid-Sized Office,OFFICE BUILDING,4310701210,"9620 STONE AVE N
SEATTLE, WA 98103
(47.69889975, -122.3416102)",5,NORTHWEST,1982,1,3,"25,111",0,"25,111","Non-Refrigerated Warehouse, Office, Parking",Office,"14,256",Non-Refrigerated Warehouse,"7,850",Parking,0,,81,38.6,38.6,91.2,91.2,"853,454","853,454",0,"157,058","535,906","3,176","317,571",0,20.6,0.73,No,,Compliant,,,46,,34,"18,377"
27984,2015,Multifamily MR (5-9),Mid-Rise Multifamily,OAK VIEW APARTMENT,4310701280,"9514 STONE AVE N
SEATTLE, WA 98103
(47.69842614, -122.3416254)",5,NORTHWEST,2008,1,6,"29,216","12,620","16,596",Multifamily Housing,Multifamily Housing,"29,216",,,,,,46,31.3,34.8,98.2,109.1,"913,899","1,015,535",0,"267,848","913,937",0,0,0,6.37,0.08,Yes,,Compliant,,,46,,34,"18,377"
27985,2015,Multifamily LR (1-4),Low-Rise Multifamily,LICTON SPRINGS APT,4310701340,"9515 INTERLAKE AVE N
SEATTLE, WA 98103
(47.69838396, -122.3411261)",5,NORTHWEST,1987,1,3,"34,023","8,685","25,338",,,,,,,,,96,20.6,22.1,64.5,69.5,"699,376","752,612",0,"204,975","699,405",0,0,0,4.88,0.05,No,,Compliant,,,46,,34,"18,377"
27987,2015,Multifamily LR (1-4),Low-Rise Multifamily,CAROLYN COURT APTS,4310701525,"9512 INTERLAKE AVE N
SEATTLE, WA 98103
(47.69830228, -122.340489)",5,NORTHWEST,1989,1,3,"23,448","5,748","17,700","Multifamily Housing, Parking",Multifamily Housing,"17,700",Parking,"5,748",,,,99,21.8,24,68.4,75.2,"385,719","423,993",0,"113,048","385,735",0,0,0,2.69,0.04,No,,Compliant,,,46,,34,"18,377"
27996,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE KENNEY,4315700240,"7125 FAUNTLEROY WAY SW
SEATTLE, WA 98136
(47.53902288, -122.3917534)",1,SOUTHWEST,1951,1,4,"203,155","9,455","193,700","Hospital (General Medical & Surgical), Multifamily Housing, Parking",Multifamily Housing,"177,686",Hospital (General Medical & Surgical),"16,014",Parking,"9,455",,,40.6,42.4,104.7,110.5,"7,860,942","8,216,813",0,"1,686,112","5,753,253","21,079","2,107,928",0,152.06,0.63,No,,Compliant,,,37,,51,"17,916"
28001,2015,Multifamily LR (1-4),Low-Rise Multifamily,WEST WINDS APTS,4315700727,"7050 LINCOLN PARK WAY SW
SEATTLE, WA 98136
(47.54006193, -122.3949796)",1,SOUTHWEST,1963,1,4,"22,984",0,"22,984","Multifamily Housing, Parking",Multifamily Housing,"22,984",Parking,"4,500",,,,49,28.1,31.9,88.2,100.1,"645,756","732,626",0,"189,260","645,783",0,0,0,4.5,0.08,No,,Compliant,,,37,,51,"17,916"
28002,2015,Multifamily LR (1-4),Low-Rise Multifamily,HALCYON APTS,4315700729,"7060 LINCOLN PARK WAY SW
SEATTLE, WA 98136
(47.53987578, -122.3946511)",1,SOUTHWEST,1968,1,4,"26,342","4,878","21,464","Multifamily Housing, Parking",Multifamily Housing,"23,200",Parking,"9,300",,,,96,25.6,28.5,80.3,89.5,"593,042","660,959",0,"173,811","593,067",0,0,0,4.13,0.06,No,,Compliant,,,37,,51,"17,916"
28006,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE PITTSBURGH,6815500000,"117 JOHN ST
SEATTLE, WA 98109
(47.61949288, -122.3544192)",7,MAGNOLIA / QUEEN ANNE,1907,1,3,"24,329",0,"24,329","Multifamily Housing, Parking",Multifamily Housing,"24,329",Parking,0,,,,65,91.4,110.7,126.2,148.3,"2,222,906","2,693,046",0,"103,386","352,767","18,702","1,870,154",0,101.78,4.12,No,,Compliant,High Outlier,,50,,40,"18,390"
28007,2015,Multifamily LR (1-4),Low-Rise Multifamily,ADWAS,6816200000,"8623 ROOSEVELT WAY NE
SEATTLE, WA 98115
(47.69194579, -122.3178462)",5,NORTH,2006,1,4,"29,588",0,"29,588","Multifamily Housing, Office",Multifamily Housing,"21,000",Office,"9,000",,,,,41.9,46.1,94,100.1,"1,256,360","1,381,762",0,"210,333","717,685","5,387","538,704",0,33.61,1.03,No,,Compliant,,,46,,28,"18,792"
28008,2015,Multifamily MR (5-9),Mid-Rise Multifamily,PLAZA DEL SOL,6817860000,"1701 E OLIVE WAY
SEATTLE, WA 98102
(47.61963986, -122.3231605)",3,EAST,1993,1,6,"82,519",0,"82,519",Multifamily Housing,Multifamily Housing,"62,486",,,,,,72,40.8,47.6,102,112.2,"2,549,892","2,973,458",0,"518,018","1,767,550","7,824","782,415",0,53.88,0.56,No,,Compliant,,,8,,5,"18,376"
