electricity_use_kbtu,objectid,street_address,property_name,opa_account_num,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,portfolio_manager_id,natural_gas_use_kbtu,fuel_oil_o2_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes
13232718.7,5196,330 MARKET ST,WTXF TV,883011500,19106,1,1971,Other - Technology/Science,84596,3773931,,,3100655.8,,214.4,594.4,755.8,1723.4,
246424978.4,4751,3400 CIVIC CENTER BLVD,Center for advance medicine,773740100,19104,3,2005,Mixed Use Property,1761582,2848414,,,154277497.2,,274.8,657.1,123680.3,38555.4,
13512471.9,5095,1000-28 WALNUT ST,Scott Memorial Library,881008255,19107,1,1976,Library,111970,3642562,,,2973060,,147.2,410.9,7577,1747,
9791842.9,5150,1201-39 FILBERT ST,12th and Filbert,883430700,19107,1,2002,Parking,291677,3683011,,,2693995108,,9269.8,11217,5993.2,180000.1,
7247610,5118,3500-06 MARKET ST,Monell Chemical Senses Center,773702000,19104,1,1970,Laboratory,60000,3667296,,,8496980.4,,262.4,549.7,4956.4,1395.3,
13323880.5,5292,1900 RACE ST,Academy of Natural Sciences of Drexel University,772734500,19103,1,1876,Museum,250000,3789969,,,5680932.6,,76,194.7,49.2,1855.2,
4571448.8,5334,1916 RACE ST,Moore College of Art and Design   Wilson Hall,772688010,19103,2,1963,College/University,63000,3820182,,,8790921,,212.1,395.7,1654.4,1090.8,
10037779.9,5236,3100-16 MARKET ST,"27,27A-LeBow / CAT Engineering",774525000,19104,2,1989,College/University,128347,3762549,,,4852197.4,,116,291.1,5885.6,1473.3,
28306439.9,5262,3025-53 MARKET ST,Academic Properties,774524700,19104,2,1956,Office,678368,3776439,,,6551602.6,,60.3,167.3,5807.8,3681.2,
5334552.8,5492,1301-43 CECIL B MOORE AVE,RITTER ANNEX,777540000,19122,1,2000,College/University,153050,3958447,,,8711435.6,,131.2,217.3,1224.5,1507.9,
1641275.4,5572,2001 N 13TH ST,PRESSER,777570600,19122,1,2000,College/University,54792,3963378,,,8280593.4,,210.1,304.9,6088.6,821.8,
62986509.5,5583,1801-33 N 12TH ST,BELL BUILDING & GARAGE (Bldg 253000 Garage 84469),777634500,19122,1,1990,College/University,421938,3965451,,,16212311.2,,306.5,715.7,21902.1,9576.9,
7401702.8,5589,1801-59 N 13TH ST,TUTTLEMAN LEARNING CENTER,777570200,19122,1,2000,College/University,117253,3966439,,,11806020.5,,316.5,472,1801.8,2576.3,
5821585.1,5609,1713-55 N 13TH ST,STUDENT CTR II,777569000,19122,1,2000,College/University,86182,3979390,,,34988080.3,,663.3,890.3,1336.5,3852.7,
3406025.6,5548,1801-35 N BROAD ST,CARNELL HALL,777509000,19122,1,2000,College/University,75931,3979397,,,3825074.8,,138.3,244.6,418.8,817.1,
8391752.6,5552,1801 LIACOURAS WALK,Alter Hall,777509000,19122,1,2000,College/University,217526,3983809,,,12098181.2,,165.2,259.1,3200,2579.8,
2687022.3,5558,1810 LIACOURAS WALK,1810 LIACOURAS WALK,777509000,19122,1,2000,College/University,74630,3983897,,,13597752.6,,229,343,1167.5,1253.3,
1920329.9,5874,2029 N BROAD ST,PEABODY,881299200,19122,1,2000,Other,63200,5032266,,,4659907.7,,372.6,452.6,4887.4,1424,
4672672.6,5877,1941-53 N BROAD ST,1940 Residence Hall,881299140,19122,1,2000,Other,133399,5032269,,,4328130.3,,110.6,192.1,0,1126.3,
16576236.4,5918,1600 ARCH ST,The Phoenix Building,888116304,19006,1,1925,Multifamily Housing,598068,4072331,,,7661225.9,,44.2,111.7,11150.8,2409.6,
,5847,2001-47 N BROAD ST,HARDWICK,881299200,19122,1,2000,Other,85560,5032263,,,9480619.3,,110.8,133.3,22470.1,629.5,
7832587.2,4747,1934 JOHNSTON ST,Southern Depot,875106040,19145,1,1924,Other - Public Services,217000,2704868,30700782.7,289800,,,178.9,263.2,8441,2550.4,
5017687.2,4748,6000 N PENN ST,Comly Depot,875106460,19149,1,1921,Other - Public Services,105000,2705460,20301989.8,0,,,241.1,353.1,3916.1,1653.8,
35173864.4,5039,3243 W SCHOOL HOUSE LN,Philadelphia University,775501010,19144,19,1960,College/University,635839,3619585,18190363.5,5067277.1,,,91.9,211.8,31036.7,5375.9,
4341514.1,5142,1210-16 W GODFREY AVE,Northwest Regional Center,776554000,19141,1,1965,College/University,81018,3681796,91389.7,3133676.4,,,93.4,208.5,3539.8,719,
9415072.8,5174,2600 W ALLEGHENY AVE,Allegheny Depot,875103160,19132,1,1986,Other - Public Services,208000,3690996,14999468.8,138000,,,118,218.5,5834.8,1886.7,
24731278.1,5175,4301-15 WISSAHICKON AVE,Midvale Depot,875102810,19129,1,1996,Other - Public Services,443000,3694563,33012253.5,414000,,,131.3,254.5,11223,4620.3,
24173811.9,5177,200 W WYOMING AVE,Berridge Shop,875104640,19140,2,1955,Other - Public Services,475000,3694569,20129502.2,0,,,93.3,204.3,3197.9,3841.4,
7338638.8,5180,5208 FRANKFORD AVE,Frankford Depot,875102240,19124,1,1957,Other - Public Services,102000,3694576,12786525.1,0,,,197.3,357.5,6811,1520.7,
15588179.2,5192,140 S BROAD ST,Union League of Philadelphia,883701500,19102,1,1865,Social/Meeting Hall,221044,3773617,18743014.3,303600,,,156.7,311.9,10873.2,2805.7,
5499246.6,5209,7241 GERMANTOWN AVE,Lutheran Theological Seminary of Philadelphia,775515000,19119,6,1889,College/University,259257,3751369,5527577.5,0,,,42.5,89,898.7,924.2,
99508762.2,5385,7701R BURHOLME AVE,Fox Chase Cancer Center,778022500,19111,10,1947,Mixed Use Property,1096260,3879811,56867397,20700,,,256.8,611.2,19550.2,14433.7,
12826598.5,5433,8201 STATE RD,Detention Center,786504751,19136,1,1963,Prison/Incarceration,108960,4830353,22838750.8,4968000.1,,,372.9,635.8,107145.8,3052.7,
21768815.9,5442,7801 STATE RD,HOC-House of Corrections Complex,881449900,19136,1,1927,Mixed Use Property,830754,4852904,63984755.3,2526393.6,,,106.3,166.2,134894.4,6082.5,
2188371.5,5456,2006-50 W OLNEY AVE,La Salle #1 (Resid Halls),881450990,19144,7,1953,Residence Hall/Dormitory,117005,3893260,10772106.6,0,,,110.8,155.4,3485,823.1,
21849032,5399,9701 GERMANTOWN AVE,Chestnut Hill College/ Mount Saint Josephs Convent,775518010,19118,14,1875,College/University,962359,3884090,43302007.3,0,,,67.7,118.5,17513.9,4805.6,
26623610.8,5403,201 N 21ST ST,Franklin Institute,782779400,19103,1,1932,Museum,446000,3884233,161720895.9,0,,,570.7,767.9,8732,11643,
60409971.8,5415,7500 CENTRAL AVE,Jeanes Hospital,778024500,19111,12,1926,Mixed Use Property,551473,3890837,13678664.9,15545396,,,162.5,398.5,72340.6,8807.9,
9604984.7,5736,4200 MONUMENT RD,Belmont Behavioral Hospital,774012010,19131,3,1952,Other - Specialty Hospital,192045,4455534,12610069.4,762743.8,,,133.6,256.7,10899.9,1827.9,
4302572.9,5881,8201 TORRESDALE AVE,HBG-Holmesburg Prison Complex,786537201,19136,1,1900,Prison/Incarceration,716651,5033769,6121936.2,1513929,,,16.7,30,2992.1,930.9,
2088576,5291,9101-67 FRANKFORD AVE,"Measy Clyde & Etal, Paul Shcaly",884259100,19114,1,1951,Other,139425,3789968,,5049281.9,,,51.2,83.6,114.5,614.2,
951445.1,5487,5014 GRAYS AVE,Bartram Transfer Station- Fleet Shop 290,884218517,19143,1,1959,Other - Services,160963,4830329,,6799080.6,,,48.2,61.2,166.3,613.7,
850504.8,5411,1511-15 SPRUCE ST,Latimer Garage,883424500,19102,1,1922,Parking,65540,3885295,,157306.2,,,15.4,43.2,52.1,106,
2556445.8,5913,3501-17 N BROAD ST,BOYER PKG GAR on Tioga Street,777532901,19140,1,2000,Parking,188099,5036972,,2357191.9,,,26.1,55.3,9,468.1,
118288.2,5542,2180 HORNIG RD,PeiGenesis,883095110,19116,2,1987,Office,69000,3958192,1514823,,,,23.7,28.4,556.8,94,
2907478.5,4681,3819-31 CHESTNUT ST,St. Leonard's Court,773080200,19104,1,1985,Office,52306,1489392,394148.2,,,,63.1,182.5,1231.3,354.4,
9947348.2,4721,200-32 S 40TH ST,Hamilton Village,882937900,19104,1,1974,Mixed Use Property,82452,1585726,266801.1,,,,123.9,382.2,7353.3,1154.9,
1634038.2,4729,4015 WALNUT ST,4015 Walnut Street,773579000,19104,1,1925,Non-Refrigerated Warehouse,63316,1799464,2507979.2,,,,65.4,122.6,449.1,320.6,
8580600,4749,5801 VINE ST,Callowhill Depot,875104330,19151,1,1913,Other - Public Services,213000,2705476,23786538.6,,,,152,243.8,5211.7,2247.4,
3870948.1,4752,1224-34 SPRUCE ST,Spruce Residence Hall,881505710,19107,1,1922,Residence Hall/Dormitory,79412,2849421,1379240.5,,,,66.1,171.3,5830.4,517.2,
2698330,4754,401-11 S BROAD ST,Gershman Hall,771637200,19147,1,1923,College/University,75000,2851911,3794547.6,,,,86.6,166.1,942.1,511,
2772246.2,4755,1500-02 PINE ST,Pine Residence Hall,881529980,19102,1,1920,Residence Hall/Dormitory,53577,2858164,883736.4,,,,68.2,179.8,4347.8,364.9,
5149769.1,4756,329-35 S BROAD ST,Anderson Hall,771500000,19102,1,1916,College/University,138123,2858208,2578639.2,,,,56,136.7,798.5,727.5,
4212021.9,4757,250 S BROAD ST,Merriam Theater,772505500,19102,1,1918,College/University,77964,2858581,2452496.5,,,,85.5,202.7,5720.5,613.3,
1050083.9,4700,4000 G ST,PECO G and Luzerne Service Center,777607000,19124,1,1951,Mixed Use Property,22230,1273633,1311946.2,,,,106.3,210.3,0.2,190.1,
13932874.7,4910,319 N CHRISTOPHER COLUMBUS BLVD,146-MARINE CENTER - PIER #19,882966075,19106,1,2000,Parking,345900,3520886,12395497.3,,,,158.7,342.2,8624,2256.2,
4527481.7,4914,301-31 E CHELTEN AVE,301 E. CHELTEN AVENUE,883550200,19144,1,1930,Mixed Use Property,85000,3569461,342032,,,,57.3,171.5,1044,537.4,
5810441.5,4915,700 PACKER AVE,700 PACKER AVENUE,884142500,19148,1,1964,Mixed Use Property,125000,3569510,350660.3,,,,49.3,148.9,487.3,685,
508562.7,4919,1300-24 W LEHIGH AVE,1300 W. LEHIGH AVENUE,882962800,19132,2,1964,Office,60000,3569731,133727.5,,,,10.7,29,638,65.4,
5712465.9,4920,2701 N BROAD ST,2701 N. BROAD STREET,883361500,19132,1,1923,Mixed Use Property,199999.1,3569946,5858.3,,,,28.6,89.7,868.7,655.4,
6176283,4805,320 S BROAD ST,Hamilton/Furness,772508001,19102,7,1876,Mixed Use Property,116264,3117089,6687448.4,,,,110.6,227.2,3973.3,1063.5,
46922574.6,4808,819-41 CHESTNUT ST,833 Chestnut,883313600,19107,1,1926,Office,757706,3122487,20251699,,,,88.7,222.5,12120.5,6456.7,
8555593.4,4822,3600 MARKET ST,3600 Market St,Many,19104,1,1930,Office,189262,3325356,2368274.6,,,,57.7,155.1,2981,1106.9,
4753434.6,4831,4700 JEFFERSON ST,287-West Philadelphia,884897402,19131,1,2009,Manufacturing/Industrial Plant,57471,3501878,20960994,,,,447.4,642.7,15233,1658.5,
4030936.8,4834,10080 SANDMEYER LN,#61 Philadelphia,884237607,19116,1,1984,Manufacturing/Industrial Plant,57471,3507914,21209421.4,,,,439.2,607.7,18100.9,1588.8,
1225488,5011,4520-40 WORTH ST,Globe Development group,884090500,19124,1,1890,Other,150000,3637716,1761539.6,,,,19.9,38,64.3,234.1,
4735.5,5017,2300 W WESTMORELAND ST,The Arc of Philadelphia,776545000,19140,2,1940,Other,100000,3639777,3288306.1,,,,47,49.5,869.3,175.2,
1088861.3,5031,2901 GRANT AVE,2901 Grant Ave.,884287005,19114,1,1965,Mixed Use Property,162083,3597360,3409678.5,,,,45.4,70.6,734.8,306,
5825863.8,5043,2828 CHARTER RD,2828 Charter Rd.,884290500,19154,1,1957,Mixed Use Property,306000,3620094,9760186.6,,,,56.5,103.4,620.8,1186.5,
5091379.6,5050,1420-34 PINE ST,Peirce College,772513020,19102,1,1898,College/University,94151,3634201,2044600.2,,,,75.8,192.6,641.2,692.5,
6205540.9,5051,2770 RED LION RD,Orleans Technical Institute,786462480,19114,1,2007,Vocational School,205378,3634931,1830128.5,,,,94.1,250.7,357.8,808.9,
14682013.4,5053,130-40 N BROAD ST,Samuel MV Hamilton Building,772724100,19102,1,1905,College/University,240000,3635047,15066331.1,,,,124,258,4582.7,2484,
2091434.9,5060,9801 FRANKFORD AVE,Campus Center,778503000,19114,1,1988,College/University,89596,3637394,3801942.2,,,,65.8,117.9,1329.9,441.8,
4989599.6,5062,1501 SPRUCE ST,Avenue of the Arts,883423600,19102,1,2002,Parking,243057,3637445,3712945.3,,,,35.8,80.5,4819.1,769.4,
64009.1,4925,5627-33 GERMANTOWN AVE,5627-33 GERMANTOWN AVENUE,882072200,19144,1,1930,Other,60000,3570171,158563.3,,,,3.7,6.1,0,15.8,
51351657.7,4927,123-51 S BROAD ST,123 S. Broad,883025600,19109,2,1928,Office,1094000,3575688,31179612.7,,,,75.4,177.3,14111,7545.1,
2376767.8,4928,2801 RED LION RD,2801 RED LION ROAD,884288600,19114,1,1969,Non-Refrigerated Warehouse,180271,3577011,5457969.2,,,,43.5,73.2,362.1,562.5,
998011.4,4929,3240 S 78TH ST,3240 S. 78TH STREET,884166000,19153,1,1980,Other,21512,3577830,4710328.6,,,,265.4,375.6,27.7,364.6,
2054724.1,4938,400-18 N 5TH ST,CubeSmart - Callowhill Street,884028510,19123,1,1923,Self-Storage Facility,142792,3892150,922856.9,,,,20.9,52,40.6,284.7,
23026035.5,4940,1331 E WYOMING AVE,Cancer Treatment Centers of America,778037515,19124,2,1983,Medical Office,325000,3892172,23872201.8,,,,144.3,299.6,25674.8,3908.6,
939281.3,5092,3900 N 10TH ST,American Box & Recycling Co.,884822730,19140,2,1913,Distribution Center,211489,3642359,683147,,,,7.7,17.3,500.1,144,
14701301.5,5098,13500 E ROOSEVELT BLVD,SPD Electrical,884243200,19116,1,1984,Manufacturing/Industrial Plant,165000,3643255,1249853.9,,,,96.7,287.7,660.8,1752.3,
6002260.7,5143,12901 TOWNSEND RD,Northeast Regional Center,778811300,19154,1,1995,College/University,109110,3681797,2290310.2,,,,76,194.8,657.6,787.5,
2935002.4,5144,4116-18 CHESTER AVE,4100 Chester / 4101 Woodland Avenue,883080550,19104,1,1920,Office,55000,3682419,903981.6,,,,69.8,184.8,492.7,384.6,
1689775.9,5146,8301 TORRESDALE AVE,Wolf Investments Corp. #3,884259500,19136,1,1963,Other,143000,3682801,1400917.9,,,,21.6,47.4,2050.1,268.2,
2667837.7,5147,146 N BROAD ST,Parkway Building,883413000,19102,1,1987,Parking,173512,3682858,704335.5,,,,166.5,450,510.6,343.4,
1682340.9,5152,8701 TORRESDALE AVE,Wolf Investment Corp. #7,884260000,19136,1,1956,Other,170000,3683713,1556359.1,,,,19.1,40.7,632.6,275.6,
1529327.3,5154,11500 E ROOSEVELT BLVD,ROOSEVELT BOULEVARD ASSOC.,884242700,19116,1,1956,Other,298627,3685555,1769042.1,,,,11,22.3,570.6,269.3,
1623008.2,5155,1771 TOMLINSON RD,ROOSEVELT BOULEVARD ASSOC.,884232400,19116,1,1970,Other,207000,3685736,2294497.7,,,,18.9,36.3,1068.1,308,
12840533.1,5156,4641 E ROOSEVELT BLVD,Friends Hospital,778031022,19124,1,1950,Other - Specialty Hospital,296945,3685966,40085432,,,,178.2,277.5,14907.6,3601.7,
2898927,5158,8803-35 TORRESDALE AVE,TORRESDALE PLAZA LP,884260502,19136,1,1969,Other,506181,3686205,889316.9,,,,20.8,55.1,889.4,379.7,
4507654.6,5172,118-26 N BROAD ST,Historic Landmark Building,772724000,19102,1,1865,Museum,71000,3690846,2834320.3,,,,103.4,241.3,918.8,667.5,
5326814.4,5176,4901 WOODLAND AVE,Woodland Shop,875105490,19143,1,1985,Other - Public Services,262000,3694564,13584460.3,,,,72.2,118.3,462.3,1332.4,
172875.8,5178,4529 N 3RD ST,Courtland Shop,875104610,19140,1,1952,Other - Public Services,53000,3694570,7650588.7,,,,147.6,161.8,1428,426.2,
5726915.8,5179,5307-21 JEFFERSON ST,Overbrook Shop,875102985,19131,1,1994,Other - Public Services,200000,3694574,9587251.7,,,,76.6,140.2,2012.3,1166,
575728.9,5182,5825 TACONY ST,Eastern Surplus,884177825,19135,2,1950,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",167745,3696167,465209.7,,,,13,28.7,72.3,90.7,
6404477.5,5186,730 S 43RD ST,Science and Technology Center (STC),773503005,19104,1,2007,College/University,78000,3696770,11213.2,,,,82.3,258,2252.4,735.1,
22770333.4,5188,300-18 S BROAD ST,Kimmel Center for the Performing Arts,772727205,19102,1,2001,Performing Arts,468307,3773257,35638448.3,,,,139.3,259.7,9330.2,4504.2,
833629.1,5199,2240 ISLAND AVE,Metro Storage East LLC-IS,884791940,19142,1,1927,Self-Storage Facility,109580,3774014,726677.3,,,,14.2,30.9,17.1,134.2,
4748077.8,5200,561 FAIRTHORNE ST,Fairmont Hospital,881436400,19128,1,1997,Other - Specialty Hospital,89344,3774255,2747409.3,,,,83.9,199.2,20031.2,690.4,
1244570.7,5204,321-23 CHESTNUT ST,National Liberty Museum,771737000,19106,1,1905,Museum,84410,3721208,792303.2,,,,24.1,56.2,177.4,180.1,
16665.7,5211,1001-19 N 5TH ST,St. Peter the Apostle Parish,771211200,19123,3,1843,Mixed Use Property,85426,3751822,0,,,,0.2,0.6,373.6,1.9,
24523845.5,5119,1100 ORTHODOX ST,Orthodox Facility,884091500,19124,1,1960,Manufacturing/Industrial Plant,114000,3667832,32035009.8,,,,496.1,970.5,488.4,4513.9,
11393551.7,5120,7700 DUNGAN RD,Dungan Facility,884221500,19111,1,1960,Manufacturing/Industrial Plant,185000,3667834,10432474.6,,,,118,252.6,2301,1860.7,
11777811.1,5121,10801 DECATUR RD,David Michael and Co Inc,884279500,19154,1,1970,Manufacturing/Industrial Plant,256420,3668376,27206460.3,,,,366.3,615.9,5214.3,2795.7,
7137091.9,5122,1520 GRANT AVE,Northeast Racquet Club - NERC,882069300,19115,2,1973,Fitness Center/Health Club/Gym,117000,3669125,3114668.2,,,,87.6,219.5,18.5,983.9,
3845354.7,5127,7425 STATE RD,ez storage,884256025,19136,5,2006,Self-Storage Facility,85350,3673605,76080.9,,,,45.9,142.4,441.8,445,
27949555,5129,4182-90 CITY AVE,Philadelphia College of Osteopathic Medicine,774010040,19131,4,1972,College/University,409268,3675619,71073198.1,,,,242,396.8,16822.6,6980.3,
7195631.6,5131,4306-24 WOODLAND AVE,Athletic Recreation Center (ARC),773503005,19104,1,2003,College/University,78800,3696855,305893.6,,,,95.2,290.8,5331.5,841.4,
2523933.5,5132,4140-48 WOODLAND AVE,4140 Woodland,773499500,19104,1,1920,College/University,70000,3696900,314263.8,,,,40.5,117.9,316.1,306.1,
5941052.9,5133,4201-47 WOODLAND AVE,Griffith Hall,773500500,19104,1,1928,College/University,113332,3696901,26017066,,,,282,405.6,1431.9,2063.2,
4534694.7,5135,401-21 E HUNTING PARK AVE,401-425 E Hunting Park Ave,884184000,19124,1,1978,Manufacturing/Industrial Plant,112000,3697969,7114969.5,,,,104,193.8,1160.4,897.9,
1047729.3,5136,10901 DUTTON RD,DUTTON ROAD ASSOC.,884282510,19154,1,1975,Other,96000,3707270,1654585.5,,,,28.1,52.4,653.7,208,
43742351.8,5140,1700 SPRING GARDEN ST,CCP Main Campus-West,772534700,19130,5,1982,College/University,556554,3681794,2797612.7,,,,83.6,252.1,770.7,5001,
5318632.4,5141,1751 CALLOWHILL ST,Center for Business & Industry,772535700,19130,1,2003,College/University,177480,3681795,728336.5,,,,34.1,98.4,1018.4,628.7,
5106163.8,5063,2800 W CHELTENHAM AVE,Everett Richardson,775107300,19150,1,2006,Worship Facility,368193,3637455,2652831.5,,,,62.1,150.6,1332.3,726.5,
1521069.9,5065,9801 FRANKFORD AVE,Stevenson Lane Residence,778503000,19114,1,2009,College/University,67430,3637470,398287,,,,28.5,77,1422.6,195.6,
587724.5,5066,3621-31 B ST,TL Tan LLC,884043003,19134,2,1940,Non-Refrigerated Warehouse,189000,3637517,45459.7,,,,3.4,10,100.8,69.8,
77328305.6,5067,1001-99 N DELAWARE AVE,SugarHouse Casino,882028210,19125,1,2010,Parking,701038.5,3679279,11135731.1,,,,403.3,1160.3,5177,9459.5,
1283185,5278,2600-20 N BROAD ST,Garage - Broad St,884073907,19132,1,1980,Parking,128600,3783002,9748276.4,,,,85.8,110.9,357.3,664.9,
16707970.3,5280,2201-35 COTTMAN AVE,Great Northeast Plaza,882065120,19152,13,1960,Other - Mall,742326,3783072,3880011.8,,,,73.8,202.8,2880.7,2122.1,
202897.3,5282,12645 DUNKS FERRY RD,OUR LADY OF VICTORY HALL,778144000,19154,1,1996,Other - Education,11869,3788380,1140461762,,,,96104.5,100945.5,52.7,60598.7,
7573561.8,5289,111 N BROAD ST,PA Convention Center Annex,781020810,19107,1,2011,Convention Center,900000,3788696,14486299.1,,,,24.5,43.3,10697,1638,
11439583,5290,1201 ARCH ST,Exhibit Hall && Train Shed Bldg,781005800,19107,1,1993,Convention Center,1100000,3789312,45457443.4,,,,51.7,76,19341,3726.3,
5998371.1,5294,7800 HOLSTEIN AVE,Ottens Flavors,884167800,19153,1,1999,Manufacturing/Industrial Plant,90000,3790243,6441979,,,,138.2,284.4,4348.8,1007.6,
4743444.3,5304,2751 SOUTHAMPTON RD,Computer Components Corp,884291500,19154,1,1980,Manufacturing/Industrial Plant,73515,3790606,7049042.5,,,,160.4,303.3,1626.1,918.4,
544476.4,5306,10060-72 SANDMEYER LN,F P Woll & Company,884237500,19116,1,1978,Manufacturing/Industrial Plant,52172,3795706,771638,,,,25.2,48.3,118.8,103.4,
5171797,5307,9901 BLUE GRASS RD,"KRG Enterprises, Inc.",884274000,19114,1,1965,Manufacturing/Industrial Plant,336000,3862942,3954382,,,,42.3,94.4,344.9,803.1,
1536629.3,5315,1700 RITNER ST,St. Monica Church,773143500,19145,4,1971,Worship Facility,76863,3876022,2211598,,,,48.8,93,69,293.7,
1024799,5326,200-20 W CHELTEN AVE,Burgess Center,882938075,19141,2,1990,Mixed Use Property,169000,3810865,614213.2,,,,19.7,46.5,2184.5,150.1,
73551460.4,5331,1 CITIZENS BANK WAY,Citizens Bank Park,788020010,19148,1,2004,Stadium (Open),1250000,3819941,62007450.8,,,,108.4,236.8,30694.8,11728.4,
5229855.6,5333,1920-34 RACE ST,Moore College of Art and Design  Peter Hall,772521000,19103,2,1957,College/University,110000,3820168,2315923.6,,,,68.6,69.7,2100.3,123,
11585517.7,5339,222 N 17TH ST,archdoicese of philadelphia,772269000,19103,2,1970,Worship Facility,170750,3829101,8407445.1,,,,117.1,264.8,3757.1,1775.2,
12903764.3,5342,4200 WISSAHICKON AVE,Salvation Army Kroc Center,776293510,19129,1,2010,Other,130620,3830390,12003872.6,,,,190.7,406.7,4199.6,2117.4,
473032.9,5343,2070-80 WHEATSHEAF LN,"Barsky-Fleming Marketing, Inc.",884202100,19124,2,1920,Distribution Center,104000,3830422,426508.2,,,,8.6,18.6,732.3,76.9,
2855984.6,5344,314-22 N 13TH ST,U-Haul Moving and Storage of Philadelphia,884033000,19107,1,1910,Self-Storage Facility,97540,3830539,1659177.4,,,,46.3,109.8,152.8,415.6,
767599.7,5347,7500 STATE RD,Gershel Brothers,884255450,19136,1,1940,Manufacturing/Industrial Plant,102000,3839691,670972.1,,,,14.1,30.5,1063.2,123.7,
4490656,5219,1831-41 W ALLEGHENY AVE,Devon Self Storage Allegheny,884067430,19132,1,1920,Self-Storage Facility,210000,3760835,881215.5,,,,25.6,71.6,15.8,561.8,
12697860.4,5240,3501 MARKET ST,71-URBN Center,774688700,19104,1,2008,College/University,147593,3762580,1788853.4,,,,98.2,282.9,1019.4,1551.2,
3884971.4,5241,3201-21 ARCH ST,81-3201 Arch Street,774513500,19104,1,1920,College/University,72479,3762582,835354.5,,,,65.1,180.4,917.1,489.9,
844117.9,5244,12656 DUNKS FERRY RD,ST. ANSELM PARISH AND SCHOOL,778144000,19154,4,1963,K-12 School,208415,3767538,2901405.6,,,,48,72.9,384.3,250.9,
5526812.2,5247,1610-18 LOCUST ST,Lenfest Hall,881030550,19103,1,2011,College/University,94747,3772776,3306411,,,,93.2,219.8,2386.3,809.4,
16516748.2,5264,5201 OLD YORK RD,Logan Plaza,"883084801; 883084802; 883084803; 883084803; 883084805",19141,6,1974,Mixed Use Property,323000,3776480,1796923.3,,,,66.6,195.5,16574.6,1989.6,
3120521,5265,2950 KIRKBRIDE ST,RICHMOND WATERFRONT INDUSTRIAL PARK,884209570,19137,1,1963,Other,256000,3776486,1955506.8,,,,19.8,46.3,373.9,461.7,
1598158.6,5266,9220-50 GERMANTOWN AVE,"Chestnut Hill College, Sugarloaf Hill",775519500,19118,5,1929,College/University,89731,3778264,1537240.5,,,,62.5,132.2,612.4,264.9,
8614153.6,5376,4301 N DELAWARE AVE # A,4301 Delaware Ave Unit A,885915720,19137,1,1955,Other,52000,3892826,0,,,,165.7,520.2,195.2,987.9,
1428761.4,5377,3000 ORTHODOX ST,3000 Orthodox St,884206500,19137,1,1950,Mixed Use Property,67326,3892827,175343.4,,,,23.8,69.4,269.3,173.2,
1031833.5,5379,2500 S 16TH ST,St. Monica Sr. School,773200000,19145,1,1971,Other - Education,53616,3877243,1255352.5,,,,42.7,85,534.5,185,
5566637.1,5387,5500 CITY AVE,Mandeville Hall (MV),774502000,19131,1,1997,College/University,89373,3879942,1816019.9,,,,82.6,216.9,691.2,734.8,
22988438.7,5388,3031 RED LION RD,Packaging and Distribution Center,884289001,19114,2,1970,Distribution Center,140716,3880216,3426956.1,,,,187.7,538.5,2376.7,2818.3,
12528294.2,5429,91 N 48TH ST,Juvenile Justice Center - N 48th St (YSC),783707500,19139,1,2013,Prison/Incarceration,160000,4830340,18481061.4,,,,193.8,367.1,0,2418.4,
12933431.7,5431,8001 STATE RD,Riverside Correctional Facility,786504751,19136,1,2004,Prison/Incarceration,220000,4830350,16192742.4,,,,132.4,261.9,2935.7,2343.3,
54670441.9,5432,7901 STATE RD,Curran Fromhold Correctional Facility,786504751,19136,1,1995,Prison/Incarceration,436250,4830352,61945096.1,,,,267.3,542.6,277149.1,9559.8,
20732410.7,5434,8203 STATE RD,Philadelphia Industrial Correction Center,786504751,19136,1,1979,Prison/Incarceration,200000,4830354,22557307,,,,216.4,443.9,78402.3,3575.7,
4519013.2,5440,2230 COTTMAN AVE,NE Reg Library/ Health Center #10,786082700,19149,1,1963,Library,58009,4830372,4230288.8,,,,150.8,321.2,1236.5,742.9,
4903682,5451,2006-50 W OLNEY AVE,La Salle #2 (Katherine's and B&G),881450990,19141,2,1983,Residence Hall/Dormitory,80106,3893215,4492452.1,,,,117.3,251.1,4458.9,801,
31516289.2,5452,625-35 E WISTER ST,La Salle #6,776008010,19144,9,1904,Mixed Use Property,371736,3893226,43407556.7,,,,201.6,388.8,3260,5919.9,
6532935.9,5453,2140 COTTAGE LN,La Salle #5 (Hayman/Gola),881451012,19144,1,1972,Stadium (Closed),94000,3893230,10066645.1,,,,176.6,330.7,1681.5,1283.9,
35244561.1,5454,1924 W OLNEY AVE,La Salle #4,776515000,19144,16,1899,College/University,752611.5,3893235,53069057,,,,117.3,221.1,20298.9,6860.6,
3657909.7,5455,2101 W CLARKSON AVE,La Salle #3 (Connelly Library),776506000,19144,1,1988,Library,104498,3893238,1596029.1,,,,50.3,126,383.7,504.3,
